osmid,osm_type,name,transport_mode,lat,lon,operator,network,ref,public_transport,railway,highway,amenity,tram,bus,route,source
455947905,node,Guardia Civil De Haría,bus,29.1447006,-13.4884343,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,86,platform,,bus_stop,,,yes,,
595776472,node,,taxi,29.7208033,-8.9734718,,,,,,,taxi,,,,
595776473,node,,bus,29.7215208,-8.9742228,,,,platform,,bus_stop,,,yes,,
599316558,node,,taxi,30.3308101,-9.4098447,,,,,,,taxi,,,,
605048160,node,,taxi,28.9968622,-13.491996,,,,,,,taxi,,,,
1182616058,node,,taxi,31.5107293,-9.7694129,,,,,,,taxi,,,,
1185669883,node,,taxi,31.5799432,-9.5398984,,,,,,,taxi,,,,
1245964366,node,Marrakech مراكش,train,31.6305935,-8.0171313,ONCF,,,station,station,,,,,,
1245964442,node,,taxi,31.6294716,-8.0188389,,,,,,,taxi,,,,
1245964468,node,,taxi,31.6310831,-8.0173216,,,,,,,taxi,,,,
1419624333,node,,taxi,28.4349888,-11.1039779,,,,,,,taxi,,,,
1611656347,node,Arrieta,bus,29.1319275,-13.46234,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,237,platform,,bus_stop,,,yes,,
1611656349,node,Bar Palenque (Punta Mujeres),bus,29.1463313,-13.4486875,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,230,platform,,bus_stop,,,yes,,
1612929780,node,Plaza de Guatiza,bus,29.0744333,-13.4804664,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,221,platform,,bus_stop,,,yes,,
1635110408,node,Grand Taxis,taxi,29.5794288,-10.0351292,,,,,,,taxi,,,,
1660843258,node,grand taxi,taxi,30.6792951,-9.4829918,,,,,,,taxi,,,,
1974305991,node,,bus,30.4720909,-8.8746023,,,,platform,,bus_stop,,,yes,,
2020436714,node,Taghazout Village,bus,30.5444153,-9.7078093,,,,platform,,bus_stop,,,,,
2031101305,node,,taxi,31.5104688,-9.7712389,,,,,,,taxi,,,,
2079969515,node,Pueblo Marinero,bus,28.9976837,-13.4915127,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,12,platform,,bus_stop,,,yes,,
2131227018,node,35,bus,30.358986,-9.5285361,ALSA,,,platform,,bus_stop,,,yes,,http://www.alsa.ma/fr/agadir
2131227019,node,36,bus,30.3589914,-9.5288095,ALSA,,,platform,,bus_stop,,,yes,,http://www.alsa.ma/fr/agadir
2131227023,node,42,bus,30.3589611,-9.5288715,ALSA,,,platform,,bus_stop,,,yes,,http://www.alsa.ma/fr/agadir
2131251718,node,41,bus,30.3589293,-9.5289564,ALSA,,,platform,,bus_stop,,,yes,,http://www.alsa.ma/fr/agadir
2131251719,node,40,bus,30.3588882,-9.5290367,ALSA,,,platform,,bus_stop,,,yes,,http://www.alsa.ma/fr/agadir
2148175588,node,,taxi,29.694527,-9.7335877,,,,,,,taxi,,,,
2211366184,node,,taxi,30.9938175,-8.1823143,,,,,,,taxi,,,,
2574703985,node,Centro Salud de Mala,bus,29.0933127,-13.4706519,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,274,platform,,bus_stop,,,yes,,
2574703987,node,Mala Correos,bus,29.0977225,-13.4696658,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,224,platform,,bus_stop,,,yes,,
2574703990,node,Mala de Abajo,bus,29.1017312,-13.4695615,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,225,platform,,bus_stop,,,yes,,
2677765478,node,Hotel Salinas,bus,29.0015447,-13.4860294,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,14,platform,,bus_stop,,,yes,,
3004032974,node,,taxi,31.6416232,-8.0023221,,,,,,,taxi,,,,
3018228175,node,Laaouina Source,bus,30.2941389,-9.4578773,,,,platform,,bus_stop,,,yes,,
3018228176,node,Ait Ouagmer,bus,30.2957976,-9.4594189,,,,platform,,bus_stop,,,yes,,
3164344949,node,Station de Taxi,taxi,30.6409139,-8.4752503,,,,,,,taxi,,,,
3166312668,node,,taxi,29.3797034,-10.1709009,,,,,,,taxi,,,,
3168392862,node,La Molina de Máguez,bus,29.1580965,-13.4941204,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,327,platform,,bus_stop,,,yes,,
3168400005,node,Los Morros (Arrieta),bus,29.1348828,-13.4570884,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,236,platform,,bus_stop,,,yes,,
3168400008,node,La Plaza (Haría),bus,29.1469312,-13.4978027,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,247,platform,,bus_stop,,,yes,,
3168406315,node,Tabayesco,bus,29.1249601,-13.4671995,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,238,platform,,bus_stop,,,yes,,
3168406316,node,Arrieta,bus,29.131111,-13.4616309,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,227,platform,,bus_stop,,,yes,,
3168497042,node,Playa Bastián,bus,28.9960216,-13.4973311,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,11,platform,,bus_stop,,,yes,,
3168709882,node,Jardín de Cactus (Guatiza),bus,29.0800843,-13.4772501,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,222,platform,,bus_stop,,,yes,,
3168709883,node,Punta Mujeres,bus,29.1428365,-13.4513783,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,229,platform,,bus_stop,,,yes,,
3168709884,node,Calle San Juan (Haría),bus,29.1457135,-13.4949702,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,246,platform,,bus_stop,,,yes,,
3168709885,node,Sociedad de Máguez,bus,29.1591658,-13.4952139,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,249,platform,,bus_stop,,,yes,,
3276658344,node,Taxi,taxi,31.6310394,-8.0174378,,,,,,,taxi,,,,
3350132577,node,,taxi,30.3970679,-9.5963909,,,,,,,taxi,,,,
3357445371,node,Aéroport Marrakech-Ménara,bus,31.6007864,-8.0259235,ALSA,,,stop_position,,bus_stop,,,yes,,
3389732682,node,,taxi,31.6008116,-8.0259072,,,,,,,taxi,,,,
3404184340,node,,bus,29.3614391,-9.621684,,,,platform,,bus_stop,,,,,
3665401170,node,"Grands Taxis [Destination Agadir, Ait Melloul, Inezgane]",taxi,30.2181039,-9.3699386,,,,,,,taxi,,,,
3665401733,node,"Grands Taxis [Destination Ait Amira, Belfaa, Ait Mimoun]",taxi,30.2118889,-9.3709965,,,,,,,taxi,,,,
3665404925,node,Petits Taxis Biougra,taxi,30.2181146,-9.3694714,,,,,,,taxi,,,,
3756919997,node,Tabayesco,bus,29.1257251,-13.466939,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,226,platform,,bus_stop,,,yes,,
3845738430,node,Arrondissement Dcheira,bus,30.3701576,-9.5393649,ALSA,ALSA Agadir,,platform,,bus_stop,,,yes,,
3845746512,node,Arrondissement Dcheira,bus,30.3702693,-9.5384751,ALSA,ALSA Agadir,,platform,,bus_stop,,,yes,,
3845746513,node,Hopital Dcheira,bus,30.370847,-9.5324535,ALSA,ALSA Agadir,,platform,,bus_stop,,,yes,,
3845756586,node,Hopital Dcheira,bus,30.3719516,-9.5315038,ALSA,ALSA Agadir,,platform,,bus_stop,,,yes,,
3850272246,node,Jamal Dourra,bus,30.4061008,-9.5520018,,,,platform,,bus_stop,,,,,
3850272247,node,Jamal Dourra,bus,30.4059458,-9.5523478,,,,platform,,bus_stop,,,,,
3856488983,node,Hopital Dcheira,bus,30.3716063,-9.5325107,ALSA,ALSA Agadir,,platform,,bus_stop,,,yes,,
3859122562,node,,taxi,30.3722396,-9.5311824,,,,,,,taxi,,,,
3861213735,node,32-33,bus,30.4117093,-9.5893733,,,,platform,,bus_stop,,,yes,,
3866905287,node,Onep,bus,30.4098518,-9.5841841,,,,platform,,bus_stop,,,yes,,
3929849557,node,Carré d'Eden,bus,31.6347253,-8.0121373,ALSA,ALSA Marrakech,,platform,,bus_stop,,,yes,,
3929849558,node,Gare ONCF - Marrakech,bus,31.630385,-8.0164,ALSA,,,platform,,bus_stop,,,yes,,
3929849559,node,La Grande Poste,bus,31.6330841,-8.0091639,ALSA,,,platform,,bus_stop,,,yes,,
3929850341,node,Gueliz - Cinema Le Colisee,bus,31.6356653,-8.0151249,ALSA,,,platform,,bus_stop,,,yes,,
3935576298,node,Place D'Armes - Abdelkarim El Khattabi - Acima,bus,31.636776,-8.0174652,ALSA,,,platform,,bus_stop,,,yes,,
3935576299,node,Place D'Armes - Abdelkarim El Khattabi - Acima,bus,31.6371203,-8.0177897,ALSA,,,platform,,bus_stop,,,yes,,
3938726019,node,Massira 1,bus,31.6343023,-8.0675149,ALSA,ALSA Marrakech,,platform,,bus_stop,,,yes,,
3942697012,node,Marjane - Route de Casablanca,bus,31.6677675,-8.0116592,ALSA,ALSA Marrakech,,platform,,bus_stop,,,yes,,
3942697013,node,Marjane - Route de Casablanca,bus,31.6680016,-8.0115181,ALSA,ALSA Marrakech,,platform,,bus_stop,,,yes,,
3942697015,node,Terminus Massira 3,bus,31.6476303,-8.0650522,"ALSA;Arrêt de bus numéro 6, 9, 10 & 13",ALSA Marrakech,,platform,,bus_stop,,,yes,,
3942697352,node,Douar Alkoudia,bus,31.6505015,-8.0203605,ALSA,,,platform,,bus_stop,,,,,
3942697353,node,Douar Alkoudia,bus,31.6508076,-8.0205315,ALSA,,,platform,,bus_stop,,,yes,,
3960171036,node,Tassila Istat,bus,30.3852917,-9.5221833,,,,platform,,bus_stop,,,,,
3964517840,node,Tassila Entree,bus,30.3909946,-9.5299436,,,,platform,,bus_stop,,,,,
3964517841,node,Tassila Entree,bus,30.3902455,-9.5286864,,,,platform,,bus_stop,,,,,
3964517842,node,,bus,30.3898199,-9.528112,,,,platform,,bus_stop,,,,,
3964517843,node,,bus,30.3895867,-9.5280917,,,,platform,,bus_stop,,,,,
3964517844,node,,bus,30.3880592,-9.5258072,,,,platform,,bus_stop,,,,,
3964517845,node,,bus,30.3871526,-9.5248914,,,,platform,,bus_stop,,,,,
3964517846,node,Tassila Istat,bus,30.3857021,-9.5230054,,,,platform,,bus_stop,,,,,
3964517847,node,Arcol,bus,30.3839352,-9.5206726,,,,platform,,bus_stop,,,,,
3964517848,node,Sidi Fares,bus,30.3819775,-9.5215518,,,,platform,,bus_stop,,,,,
3964517849,node,Sidi Fares,bus,30.3817828,-9.5217242,,,,platform,,bus_stop,,,,,
3967638069,node,Jardin Menara,bus,31.6136755,-8.0164667,ALSA,ALSA Marrakech,,platform,,bus_stop,,,yes,,
3967638070,node,Jardin Menara,bus,31.6136258,-8.0167591,ALSA,ALSA Marrakech,,platform,,bus_stop,,,yes,,
3967638072,node,Sofitel,bus,31.6211909,-8.0000423,ALSA,,,platform,,bus_stop,,,yes,,
3967638074,node,Boulevard Mohammed VI,bus,31.6218932,-8.0109956,ALSA,ALSA Marrakech,,platform,,bus_stop,,,yes,,
3967638075,node,Boulevard Mohammed Zerktouni,bus,31.6349161,-8.0173069,ALSA,,,platform,,bus_stop,,,yes,,
3967638076,node,Es Saadi,bus,31.6202525,-8.0022109,ALSA,,,platform,,bus_stop,,,,,
3967638078,node,Place Abdelmoumen,bus,31.6363044,-8.0148284,ALSA,ALSA Marrakech,,platform,,bus_stop,,,yes,,
3967638080,node,Place D'Armes,bus,31.6379269,-8.0176884,ALSA,ALSA Marrakech,,platform,,bus_stop,,,yes,,
3994149268,node,Ben Sergaou Pepn,bus,30.3833844,-9.5693553,,,,platform,,bus_stop,,,,,
4038395949,node,,taxi,30.3717656,-9.5307185,,,,,,,taxi,,,,
4205974410,node,Far - Al Manzah,bus,30.4311323,-9.585006,,,,platform,,bus_stop,,,,,
4205974412,node,Taddart Istat,bus,30.4372064,-9.5836904,,,,platform,,bus_stop,,,,,
4205974413,node,Taddart Istat,bus,30.4374897,-9.5835415,,,,platform,,bus_stop,,,,,
4205974414,node,Hopital Hassan 2,bus,30.4380984,-9.5894866,,,,platform,,bus_stop,,,,,
4205988589,node,Avenue Moukaouama La Cossa,bus,30.4130022,-9.5882591,,,,platform,,bus_stop,,,yes,,
4207992945,node,Rachad 2M,bus,30.4105313,-9.5923058,ALSA,ALSA Agadir,,platform,,bus_stop,,,yes,,
4207992946,node,Nantaiz,bus,30.4086913,-9.5891646,ALSA,ALSA Agadir,,platform,,bus_stop,,,yes,,
4207992947,node,Nantaiz,bus,30.4093959,-9.589154,ALSA,ALSA Agadir,,platform,,bus_stop,,,yes,,
4207996320,node,Amougay,bus,30.3670873,-9.5330164,ALSA,ALSA Agadir,,platform,,bus_stop,,,yes,,
4207996321,node,Amougay,bus,30.3671035,-9.5328809,ALSA,ALSA Agadir,,platform,,bus_stop,,,yes,,
4207996322,node,Cafe Lhaj Entree Dcheira,bus,30.3631556,-9.5334233,ALSA,ALSA Agadir,,platform,,bus_stop,,,yes,,
4207996323,node,Cafe Lhaj Entree Dcheira,bus,30.3631776,-9.5336106,ALSA,ALSA Agadir,,platform,,bus_stop,,,yes,,
4208005191,node,Bir Inzarane Assergal,bus,30.3708256,-9.5355005,ALSA,ALSA Agadir,,platform,,bus_stop,,,yes,,
4208005192,node,Bir Inzarane Assergal,bus,30.3707167,-9.536329,ALSA,ALSA Agadir,,platform,,bus_stop,,,yes,,
4208016903,node,Jihadia - Souk Inezgane,bus,30.3615596,-9.5294234,ALSA,ALSA Agadir,,platform,,bus_stop,,,yes,,
4209643296,node,Theatre De Verdure,bus,30.4146341,-9.5982202,ALSA,ALSA Agadir,,platform,,bus_stop,,,yes,,
4209643297,node,Theatre De Verdure,bus,30.4144848,-9.5984158,ALSA,ALSA Agadir,,platform,,bus_stop,,,yes,,
4211271899,node,21,bus,30.358789,-9.5287074,ALSA,,,platform,,bus_stop,,,yes,,http://www.alsa.ma/fr/agadir
4212308599,node,Poste Inegane,bus,30.3581707,-9.533066,ALSA,,,platform,,bus_stop,,,yes,,http://www.alsa.ma/fr/agadir
4212308620,node,23,bus,30.3587518,-9.5291434,ALSA,,,platform,,bus_stop,,,yes,,http://www.alsa.ma/fr/agadir
4213548707,node,Pharmacie Titrite,bus,30.3717678,-9.5233519,,,,platform,,bus_stop,,,yes,,
4215685102,node,Houda Annexe Omrane,bus,30.3948798,-9.5379715,,,,platform,,bus_stop,,,,,
4215685103,node,Houda Annexe Omrane,bus,30.3952453,-9.5382934,,,,platform,,bus_stop,,,,,
4215685104,node,Imm Fadesa,bus,30.3780291,-9.5256199,,,,platform,,bus_stop,,,,,
4215685105,node,Arcol,bus,30.3839545,-9.5204325,,,,platform,,bus_stop,,,,,
4215789622,node,Wilaya-Jardin Belvedere,bus,30.4203001,-9.6045426,,,,platform,,bus_stop,,,yes,,
4215789623,node,Wilaya-Jardin Belvedere,bus,30.4201682,-9.6037272,,,,platform,,bus_stop,,,yes,,
4215789624,node,Port De Peche,bus,30.4264616,-9.6194073,,,,platform,,bus_stop,,,,,
4226642699,node,Hotel De Ville Dcheira,bus,30.3740345,-9.5298444,,,,platform,,bus_stop,,,,,
4226642700,node,Hotel De Ville Dcheira,bus,30.3741977,-9.5294487,,,,platform,,bus_stop,,,,,
4230452127,node,Bir Inzarane Pergola Dcheira,bus,30.3718392,-9.5477666,,,,platform,,bus_stop,,,,,
4230460566,node,Bir Inzarane Slaoui,bus,30.371646,-9.5435703,,,,platform,,bus_stop,,,,,
4247523791,node,Gare ONCF - Marrakech,bus,31.6299116,-8.0170905,ALSA,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4247540687,node,Complex Culturel Hay Hassani,bus,31.6326789,-8.0448131,,,,platform,,bus_stop,,,yes,,
4248157369,node,Complex Culturel Hay Hassani,bus,31.6326621,-8.0451164,,,,platform,,bus_stop,,,yes,,
4248547090,node,Rouidate,bus,31.6435877,-8.0085568,,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4248547091,node,Rouidate,bus,31.6440056,-8.0085488,,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4248928443,node,Al Fadel,bus,31.6768661,-8.0242499,ALSA,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4250624612,node,Massira 1,bus,31.6342909,-8.067871,ALSA,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4250710847,node,Lycée Ibn Toumert,bus,31.628601,-8.0465461,,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4250710848,node,Lycée Ibn Toumert,bus,31.6285921,-8.0467793,,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4250819707,node,Gare ONCF - Marrakech,bus,31.6296252,-8.0171475,ALSA,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4250844937,node,Ibn Toumert,bus,31.627317,-8.0436988,,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4250844938,node,Ibn Toumert,bus,31.6276135,-8.0437029,,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4250846980,node,Place Semlalia,bus,31.6480626,-8.013038,,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4250846981,node,Place Semlalia,bus,31.648179,-8.0128046,,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4250854910,node,Cité Universitaire,bus,31.6619224,-8.0008677,,,,platform,,bus_stop,,,,,
4250854911,node,Cité Universitaire,bus,31.6617512,-8.0008623,,,,platform,,bus_stop,,,,,
4250864583,node,Issil,bus,31.6576836,-8.0047649,,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4250864584,node,Issil,bus,31.6575854,-8.0049983,,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4250868978,node,Grande Poste,bus,31.6322488,-8.0091366,,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4250868979,node,Grande Poste,bus,31.6318979,-8.0093441,,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4250868980,node,La Grande Poste,bus,31.6329249,-8.0092807,ALSA,,,platform,,bus_stop,,,yes,,
4251996544,node,ISTA ISIM,bus,31.6223114,-8.0499869,ALSA,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4251996545,node,ISTA ISIM,bus,31.6220313,-8.0499837,ALSA,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4252503716,node,Azli Sud,bus,31.6172705,-8.046956,ALSA,ALSA Marrakech,,platform,,bus_stop,,,,,
4252898694,node,McDonald's,bus,31.6546326,-8.019651,,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4252898695,node,McDonald's,bus,31.654806,-8.019528,,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4252989365,node,Hôpital Militaire Avicenne,bus,31.6336445,-8.0205367,,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4252989366,node,Hôpital Militaire Avicenne,bus,31.6335258,-8.0204777,,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4253008669,node,Banque Populaire,bus,31.638492,-8.0619246,ALSA,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4253008670,node,Banque Populaire,bus,31.6383599,-8.0619083,ALSA,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4253124750,node,Rond Point Iziki,bus,31.6270079,-8.058596,,,,platform,,bus_stop,,,yes,,
4253124751,node,Rond Point Iziki,bus,31.6270346,-8.0583915,,,,platform,,bus_stop,,,,,
4253136514,node,Azli,bus,31.6211914,-8.0588175,,,,platform,,bus_stop,,,yes,,
4253136515,node,Azli,bus,31.621204,-8.0586472,,,,platform,,bus_stop,,,,,
4253322881,node,Avenue M'Hamid,bus,31.5965556,-8.0445214,,,,platform,,bus_stop,,,,,
4253322882,node,Avenue M'Hamid,bus,31.5965842,-8.0443956,,,,platform,,bus_stop,,,yes,,
4253909848,node,Ibn Toumert,bus,31.6294682,-8.0475356,,,,platform,,bus_stop,,,,,
4253909849,node,Ibn Toumert,bus,31.6293334,-8.0476268,,,,platform,,bus_stop,,,,,
4256622411,node,Hotel redouane,bus,31.6463342,-8.0005101,,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4256642300,node,Hotel redouane,bus,31.6467477,-8.0008274,,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4256757498,node,Matallah,bus,31.6010382,-8.0508314,,,,platform,,bus_stop,,,,,
4256815477,node,Boulevard Mohammed VI,bus,31.6220188,-8.010491,ALSA,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4256865009,node,Office de Haouz,bus,31.6308391,-8.013884,,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4256865010,node,Office de Haouz,bus,31.6306404,-8.0137231,,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4258561754,node,Sidi Ghanem,bus,31.6688969,-8.0420239,ALSA,ALSA Marrakech,,platform,,bus_stop,,,,,
4258561755,node,Sidi Ghanem,bus,31.6688307,-8.0421473,ALSA,ALSA Marrakech,,platform,,bus_stop,,,,,
4258600990,node,Place D'Armes,bus,31.6378699,-8.018101,ALSA,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4258612745,node,Sidi Daou,bus,31.6548783,-8.0524477,,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4258650185,node,Chourouf,bus,31.6710189,-8.0586818,,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4258650186,node,Chourouf,bus,31.6708371,-8.0581397,,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4258665029,node,Sidi Daou,bus,31.6553366,-8.052535,,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4261837091,node,Assif,bus,31.6553448,-8.0109972,,,,platform,,bus_stop,,,,,
4261837092,node,Assif,bus,31.655201,-8.0110723,,,,platform,,bus_stop,,,,,
4437977779,node,Playa Bastián,bus,28.9956402,-13.4977897,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,17,platform,,bus_stop,,,yes,,
4437977780,node,Pueblo Marinero,bus,28.9971899,-13.4918425,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,16,platform,,bus_stop,,,yes,,
4438013015,node,Lanzarote Gardens,bus,29.0014752,-13.4881318,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,15,platform,,bus_stop,,,yes,,
4438333920,node,Muelle de Órzola,bus,29.2235375,-13.4525259,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,232,platform,,bus_stop,,,yes,,
4438415355,node,Centro Salud de Mala,bus,29.0937535,-13.4706817,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,241,platform,,bus_stop,,,yes,,
4438415356,node,Jardín de Cactus (Guatiza),bus,29.0807522,-13.4770482,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,242,platform,,bus_stop,,,yes,,
4438415357,node,Mala Correos,bus,29.0977996,-13.4697797,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,240,platform,,bus_stop,,,yes,,
4438415358,node,Mala De Abajo,bus,29.1017934,-13.4696776,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,239,platform,,bus_stop,,,yes,,
4438415359,node,Plaza de Guatiza,bus,29.0745901,-13.480489,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,243,platform,,bus_stop,,,yes,,
4438420273,node,Bar Palenque,bus,29.1462587,-13.4488923,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,234,platform,,bus_stop,,,yes,,
4438420274,node,El Callao,bus,29.2189515,-13.4515078,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,233,platform,,bus_stop,,,yes,,
4438420275,node,El Callao,bus,29.2191314,-13.4519326,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,231,platform,,bus_stop,,,yes,,
4438420276,node,Los Morros (Arrieta),bus,29.134901,-13.456953,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,228,platform,,bus_stop,,,yes,,
4438420277,node,Punta Mujeres,bus,29.1421926,-13.4518351,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,235,platform,,bus_stop,,,yes,,
4439840409,node,Calle San Juan (Haría),bus,29.1456348,-13.4949318,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,85,platform,,bus_stop,,,yes,,
4439840411,node,La Plaza (Haría),bus,29.1469478,-13.4978838,Cabildo de Lanzarote,Líneas Interurbanas de Lanzarote,84,platform,,bus_stop,,,yes,,
4439855414,node,Cruce De Guinate,bus,29.1783585,-13.4905115,,,250,platform,,bus_stop,,,yes,,
4439855415,node,Cruce De Guinate,bus,29.1784216,-13.4905719,,,289,platform,,bus_stop,,,yes,,
4496542416,node,Amerchich,bus,31.6586559,-8.0011912,,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4496542417,node,Amerchich,bus,31.6588575,-8.0013143,,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4510937994,node,Bab Doukkala Cimetière,bus,31.6346317,-8.0013509,,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4510937995,node,Aéroport,bus,31.5972528,-8.0238711,,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4511091490,node,Aéroport,bus,31.5974508,-8.0240151,,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4774306323,node,,bus,28.9940024,-13.4884986,,,,platform,,bus_stop,,,yes,,
4794989024,node,Tilila-L'Khawarizmi,bus,30.4007127,-9.518672,,,16,platform,,bus_stop,,,,,
4795271921,node,Hay Hassani,bus,30.414403,-9.5846671,,,,platform,,bus_stop,,,yes,,
4815419821,node,,bus,31.5173621,-9.7592062,المحطة الطرقية الصويرة,,,platform,,bus_stop,,,yes,,
4874989122,node,Lakwasse mhamed,bus,31.593236,-8.0306797,,ALSA Marrakech,,platform,,bus_stop,,,yes,,
4958651049,node,محطة وقود تكسي,taxi,27.6713064,-8.145027,,,,,,,taxi,,,,
4988358823,node,Terminus Ait Baha,bus,30.0727779,-9.1520599,,,,platform,,bus_stop,,,,,http://www.alsa.ma/fr/agadir/tarifs
5320721072,node,,bus,30.5135727,-9.6829227,,,,platform,,bus_stop,,,yes,,
5320727639,node,,bus,30.5142957,-9.6831313,,,,platform,,bus_stop,,,yes,,
5320727746,node,,bus,30.5110152,-9.681094,,,,platform,,bus_stop,,,yes,,
5320727747,node,,bus,30.5105763,-9.6811744,,,,platform,,bus_stop,,,yes,,
5320916906,node,,unknown,30.523573,-9.6875119,,,,platform,,,,,,,
5321921629,node,Cimenterie Anza,bus,30.4506857,-9.656157,,,,platform,,bus_stop,,,yes,,
5321931874,node,Anezi,bus,30.4174875,-9.6000283,,,,platform,,bus_stop,,,yes,,
5321933653,node,Manu - Souss,bus,30.4258567,-9.6154925,,,,platform,,bus_stop,,,yes,,
5321933916,node,El Hassania Terminus,bus,30.4598986,-9.6620449,,,,platform,,bus_stop,,,yes,,
5321934117,node,Camping Med V,bus,30.4221523,-9.6069351,,,,platform,,bus_stop,,,yes,,
5321934293,node,Cimenterie Anza,bus,30.4493257,-9.6552752,,,,platform,,bus_stop,,,yes,,
5321934337,node,El Hassania Terminus,bus,30.4597298,-9.662187,,,,platform,,bus_stop,,,yes,,
5323518202,node,,unknown,30.5235499,-9.687313,,,,platform,,,,,,,
5323574014,node,Aourir,unknown,30.4991436,-9.6719813,,,,platform,,,,,,,
5555137121,node,Anezi,bus,30.4179437,-9.600041,,,,platform,,bus_stop,,,yes,,
5600212379,node,Massira,bus,31.6280174,-8.0764649,City Bus Motajadida,BHNS Marrakech,,platform,,bus_stop,,,yes,,
5600212380,node,Massira,bus,31.6280971,-8.0764608,City Bus Motajadida,BHNS Marrakech,,platform,,bus_stop,,,yes,,
5600212381,node,Tafilalet,bus,31.6279307,-8.0713687,City Bus Motajadida,BHNS Marrakech,,platform,,bus_stop,,,yes,,
5600212382,node,Iziki,bus,31.6277712,-8.0594287,City Bus Motajadida,BHNS Marrakech,,platform,,bus_stop,,,yes,,
5600212383,node,Iziki,bus,31.6277049,-8.0576799,City Bus Motajadida,BHNS Marrakech,,platform,,bus_stop,,,yes,,
