commune_norm;commune_x;taux_jeunesse;taux_vieillesse;INIV;nb_atm;IEDU;Indice_accessibilite_x;Indice_transport;indice_densite_routiere;Indice_POI;densite_norm;Indice_POI_norm;indice_densite_routiere_norm;indice_transport_norm_x;indice_transport_norm_y;commune_key;commune_y;latitude;longitude;densite
belyounech;Belyounech;24.6;14.1;0.7595;;0.5193;3.81;0.0;7.49;0.33;0.0080731448071875;0.7162433155080213;0.7189171122994652;0.3699866310160428;0.6988636363636364;belyounech;belyounech;35.9062644;-5.3921994;4593.0
benahmed;Ben Ahmed;26.5;14.4;0.9413;;0.7563;4.88;0.0;9.16;1.51;0.0587312471246031;0.8940508021390374;0.7800802139037433;0.3699866310160428;0.7700534759358288;ben ahmed;ben ahmed;33.0652251;-7.2455078;33332.0
benguerir;Ben Guerir;28.7;10.5;0.9771;;0.787;8.8;3.37;14.53;2.61;0.2017263838480697;0.9294786096256684;0.8736631016042781;0.8943850267379679;0.8806818181818182;ben guerir;ben guerir;32.239034;-7.958131;114455.0
benimalek;Beni Malek;31.8;10.5;0.6205;;0.471;2.9;0.0;5.79;0.04;0.0505858318071329;0.25;0.6139705882352942;0.3699866310160428;0.5842245989304813;beni malek;beni malek;34.7091003;-6.0086412;28711.0
benimellal;Béni Mellal;24.2;15.3;0.9733;;0.7927;13.28;2.64;18.95;15.06;0.3685637381833309;0.9859625668449198;0.9090909090909092;0.8850267379679144;0.928475935828877;beni mellal;beni mellal;32.334193;-6.353335;
benkhlil;Ben Khlil;23.2;14.7;0.6574;;0.6728;2.16;0.0;4.27;0.11;0.0006380957249349;0.4699197860962567;0.4679144385026738;0.3699866310160428;0.4481951871657754;ben khlil;ben khlil;28.5659754;-11.1643519;375.0
benmaachou;Ben Maachou;26.8;17.6;0.8353;;0.5146;3.77;0.0;7.54;0.0;0.0146744389781302;0.0875668449197861;0.7222593582887701;0.3699866310160428;0.6931818181818182;ben maachou;ben maachou;33.1874864;-8.0231769;8338.0
benmansour;Ben Mansour;34.9;8.1;0.637;;0.2778;5.73;0.24;11.16;0.37;0.0943235920911384;0.7356283422459893;0.828542780748663;0.7737299465240641;0.8074866310160428;ben mansour;ben mansour;34.5956792;-6.3752273;53524.0
benmsick;Ben-M'sick;18.9;20.1;0.9714;;0.8117;40.76;11.06;73.91;2.46;0.1860278188583727;0.9261363636363636;0.9939839572192514;0.9558823529411764;0.9879679144385026;ben-m'sick;ben-m'sick;33.5542611;-7.5813658;105549.0
benslimane;Benslimane;25.1;14.2;0.9853;;0.8556;6.24;0.0;11.59;2.2;0.1151568887016514;0.9217914438502672;0.8375668449197861;0.3699866310160428;0.8255347593582888;benslimane;benslimane;33.6123896;-7.1440174;65343.0
bensmim;Ben Smim;25.7;14.4;0.8464;;0.6125;2.74;0.0;5.13;0.88;0.0117941947390593;0.8449197860962567;0.5671791443850267;0.3699866310160428;0.5685160427807486;ben smim;ben smim;33.5032737;-5.1866309;6704.0
bentaieb;Ben Taieb;26.2;15.4;0.8442;;0.5674;8.3;0.0;16.24;0.92;0.0264157528560071;0.8499331550802139;0.8903743315508021;0.3699866310160428;0.8733288770053476;ben taieb;ben taieb;35.0445193;-3.4553716;14999.0
berkane;Berkane;21.4;20.0;0.9445;1.0;0.7505;35.16;1.92;66.55;6.54;0.1741983702118583;0.9745989304812834;0.9906417112299464;0.8753342245989305;0.981951871657754;berkane;berkane;34.9266755;-2.3294087;98838.0
berrechid;Berrechid;26.2;11.3;0.986;;0.804;15.48;0.48;27.38;8.23;0.2951386624314973;0.9766042780748664;0.94451871657754;0.8235294117647058;0.9371657754010696;berrechid;berrechid;33.2676746;-7.5811465;167449.0
bettana;Bettana;19.1;19.9;0.9793;1.0;0.8083;32.01;13.94;54.19;3.67;0.1330077047414742;0.9485294117647058;0.983288770053476;0.9692513368983956;0.9772727272727272;bettana;bettana;34.0313433;-6.8108383;75470.0
bghaghza;Bghaghza;29.8;12.1;0.5421;;0.455;2.39;0.0;4.75;0.07;0.0109727786953586;0.3776737967914438;0.5267379679144385;0.3699866310160428;0.5016711229946524;bghaghza;bghaghza;35.4344251;-5.6455142;6238.0
bhalil;Bhalil;24.6;17.9;0.9468;;0.7705;3.89;0.0;7.71;0.18;0.0241559773881437;0.5925802139037433;0.7332887700534759;0.3699866310160428;0.7072192513368984;bhalil;bhalil;33.852241;-4.870181;13717.0
bigoudine;Bigoudine;22.6;21.1;0.5023;;0.4531;2.51;0.0;5.02;0.0;0.0073345754460059;0.0875668449197861;0.5591577540106952;0.3699866310160428;0.5284090909090909;bigoudine;bigoudine;30.718726;-9.210342;4174.0
binelouidane;Bin El Ouidane;27.3;18.1;0.497;;0.5287;1.56;0.0;2.99;0.33;0.0080942971516605;0.7162433155080213;0.3011363636363636;0.3699866310160428;0.3001336898395721;bin el ouidane;bin el ouidane;32.1167933;-6.4299322;4605.0
biougra;Biougra;27.9;8.7;0.9701;;0.7398;19.55;6.49;34.34;2.17;0.0888962530384461;0.9211229946524064;0.96524064171123;0.927807486631016;0.9578877005347594;biougra;biougra;30.215517;-9.368543;50445.0
biranzarane;Bir Anzarane;0.7;3.5;0.8884;;0.8141;;;;;0.0030318360411272;0.0;0.0;0.0;0.0;bir anzarane;bir anzarane;23.8885639;-14.5313258;1733.0
birennasr;Bir Ennasr;27.9;15.4;0.5483;;0.3247;2.44;0.0;4.89;0.0;0.0074791164665713;0.0875668449197861;0.5481283422459893;0.3699866310160428;0.5110294117647058;bir ennasr;bir ennasr;33.3321168;-6.8929489;4256.0
birgandouz;Bir Gandouz;25.1;3.7;0.9813;;0.8143;;;;;0.0060090285256992;0.0;0.0;0.0;0.0;bir gandouz;bir gandouz;21.613729;-16.471069;3422.0
birmezoui;Bir Mezoui;27.1;17.9;0.8392;;0.809;5.37;1.44;9.84;0.07;0.0098781448688819;0.3776737967914438;0.8008021390374331;0.8686497326203209;0.7931149732620321;bir mezoui;bir mezoui;32.9018308;-6.6814256;5617.0
birtaleb;Bir Taleb;28.1;13.9;0.7868;;0.5725;5.46;0.0;10.93;0.0;0.0208526862596133;0.0875668449197861;0.8245320855614974;0.3699866310160428;0.7974598930481284;bir taleb;bir taleb;34.3317775;-5.6649332;11843.0
birtamtam;Bir Tam-Tam;23.3;20.4;0.8855;;0.5575;4.38;0.0;8.7;0.15;0.0157602593277432;0.5387700534759359;0.7620320855614974;0.3699866310160428;0.7379679144385026;bir tam-tam;bir tam-tam;33.9789487;-4.6459933;8954.0
bitit;Bitit;28.5;12.6;0.8374;;0.6314;2.13;0.0;4.26;0.0;0.026837037050094;0.0875668449197861;0.4662433155080214;0.3699866310160428;0.4415106951871658;bitit;bitit;33.8213023;-5.1291895;15238.0
bizdad;Bizdad;30.3;17.4;0.5528;;0.3697;4.77;0.0;9.46;0.18;0.0124516801130945;0.5925802139037433;0.7887700534759359;0.3699866310160428;0.7627005347593583;bizdad;bizdad;31.282915;-9.3388745;7077.0
bleida;Bleida;37.0;9.0;0.5075;;0.5485;0.87;0.0;1.72;0.04;0.007572539321327;0.25;0.1273395721925133;0.3699866310160428;0.1136363636363636;bleida;bleida;30.3662094;-6.4616308;4309.0
bniabdellah;Bni Abdellah;24.6;19.2;0.5977;;0.4709;1.83;0.0;3.64;0.07;0.0085543606439478;0.3776737967914438;0.393048128342246;0.3699866310160428;0.3716577540106952;bni abdellah;bni abdellah;35.0393452;-4.065053;4866.0
bniahmedcherqia;Bni Ahmed Cherqia;28.9;12.8;0.6172;;0.5581;1.32;0.0;2.61;0.07;0.0190141949858367;0.3776737967914438;0.2550133689839572;0.3699866310160428;0.2366310160427807;bni ahmed cherqia;bni ahmed cherqia;34.8487689;-5.0758029;10800.0
bniahmedgharbia;Bni Ahmed Gharbia;26.3;11.7;0.6361;;0.4277;2.14;0.0;4.26;0.04;0.0187021979048602;0.25;0.4662433155080214;0.3699866310160428;0.4445187165775401;bni ahmed gharbia;bni ahmed gharbia;34.8160628;-5.1095066;10623.0
bniahmedimoukzan;Bni Ahmed Imoukzan;32.2;10.3;0.5312;;0.5329;1.09;0.0;2.18;0.0;0.0133383158855869;0.0875668449197861;0.1935160427807486;0.3699866310160428;0.1704545454545454;bni ahmed imoukzan;bni ahmed imoukzan;34.7829613;-4.4604307;7580.0
bniainyat;Bni A'yat;29.7;14.8;0.8371;;0.5682;0.72;0.0;1.42;0.07;0.0417018471284811;0.3776737967914438;0.0975935828877005;0.3699866310160428;0.0848930481283422;bni a'yat;bni a'yat;32.2127616;-6.5854599;23671.0
bniammart;Bni Ammart;33.5;12.2;0.6264;;0.5312;1.84;0.0;3.61;0.15;0.0098129251400902;0.5387700534759359;0.3860294117647059;0.3699866310160428;0.373663101604278;bni ammart;bni ammart;34.8118942;-4.1581029;5580.0
bniansar;Bni Ansar;25.1;14.4;0.9136;;0.696;13.09;19.23;13.81;2.06;0.0883110381746936;0.9174465240641712;0.8676470588235294;0.9779411764705882;0.927807486631016;bni ansar;bni ansar;35.259687;-2.933644;50113.0
bniarouss;Bni Arouss;24.4;17.8;0.6436;;0.4461;2.21;0.0;4.37;0.11;0.0129029301285181;0.4699197860962567;0.4802807486631016;0.3699866310160428;0.4595588235294117;bni arouss;bni arouss;35.3166047;-5.6362423;7333.0
bnibataou;Bni Bataou;27.2;18.1;0.5563;;0.3934;1.72;0.0;3.43;0.04;0.0073645412673427;0.25;0.3673128342245989;0.3699866310160428;0.3455882352941176;bni bataou;bni bataou;32.8275211;-6.2889985;4191.0
bnibchir;Bni Bchir;33.0;9.8;0.6385;;0.4758;0.02;0.0;0.05;0.0;0.0094974026683682;0.0875668449197861;0.0046791443850267;0.3699866310160428;0.0043449197860962;bni bchir;bni bchir;34.7775155;-4.3155163;5401.0
bnibouayach;Bni Bouayach;27.1;13.6;0.8977;;0.5529;3.56;0.0;6.85;0.66;0.0352398058919855;0.8171791443850267;0.6871657754010695;0.3699866310160428;0.6707887700534759;bni bouayach;bni bouayach;35.102236;-3.841024;20005.0
bnibouchibet;Bni Bouchibet;33.8;10.2;0.2946;;0.5424;2.93;0.0;5.86;0.0;0.0156809380359695;0.0875668449197861;0.6206550802139037;0.3699866310160428;0.5865641711229946;bni bouchibet;bni bouchibet;34.7115072;-4.5200998;8909.0
bniboufrah;Bni Boufrah;22.3;18.3;0.6255;;0.4453;1.72;0.0;3.15;0.7;0.0147608110513949;0.8228609625668449;0.3228609625668449;0.3699866310160428;0.3455882352941176;bni boufrah;bni boufrah;35.0702783;-4.2930976;8387.0
bnibouifrour;Bni Bouifrour;25.6;15.8;0.8908;;0.6882;8.61;0.72;16.71;0.18;0.0120409720912441;0.5925802139037433;0.8950534759358288;0.8462566844919787;0.8770053475935828;bni bouifrour;bni bouifrour;35.1480117;-2.9801827;6844.0
bnibounsar;Bni Bounsar;27.6;11.7;0.6679;;0.628;0.61;0.0;1.21;0.04;0.0114257914061549;0.25;0.0718582887700534;0.3699866310160428;0.0638368983957219;bni bounsar;bni bounsar;34.8445768;-4.4229656;6495.0
bnibouzra;Bni Bouzra;31.3;10.3;0.6416;;0.435;1.34;0.0;2.65;0.07;0.0279827890423804;0.3776737967914438;0.2600267379679144;0.3699866310160428;0.2399732620320855;bni bouzra;bni bouzra;35.325853;-4.947658;15888.0
bnichegdale;Bni Chegdale;30.2;15.1;0.8495;;0.5692;2.45;0.0;4.88;0.07;0.0183320318765831;0.3776737967914438;0.5461229946524064;0.3699866310160428;0.5130347593582888;bni chegdale;bni chegdale;32.4424579;-6.8918395;10413.0
bnichiker;Bni Chiker;24.7;17.6;0.8424;;0.6473;3.23;0.0;5.98;1.18;0.0392816663816975;0.8733288770053476;0.6350267379679144;0.3699866310160428;0.6303475935828877;bni chiker;bni chiker;35.277213;-3.013687;22298.0
bnidarkoul;Bni Darkoul;29.7;10.7;0.6779;;0.5523;3.5;0.0;6.96;0.11;0.0246266170526675;0.4699197860962567;0.6928475935828877;0.3699866310160428;0.6647727272727273;bni darkoul;bni darkoul;35.056883;-5.066436;13984.0
bnidrar;Bni Drar;27.8;15.7;0.9071;;0.6357;6.57;0.0;12.94;0.51;0.019201040695348;0.7881016042780749;0.8562834224598931;0.3699866310160428;0.8348930481283422;bni drar;bni drar;34.859507;-1.991664;10906.0
bnifaghloum;Bni Faghloum;28.1;10.7;0.5847;;0.5094;2.02;0.0;4.03;0.0;0.0162996441118042;0.0875668449197861;0.4381684491978609;0.3699866310160428;0.4154411764705882;bni faghloum;bni faghloum;34.8952161;-5.1547878;9260.0
bnifrassen;Bni Frassen;29.4;17.6;0.4422;;0.4151;0.79;0.0;1.56;0.04;0.0350000793212917;0.25;0.1112967914438502;0.3699866310160428;0.1012700534759358;bni frassen;bni frassen;34.3819107;-4.3760802;19869.0
bniftah;Bni Ftah;27.9;14.7;0.3207;;0.4696;2.32;0.0;4.62;0.04;0.0169553667904666;0.25;0.5100267379679144;0.3699866310160428;0.4839572192513369;bni ftah;bni ftah;34.4980574;-4.0393488;9632.0
bnigarfett;Bni Garfett;29.3;13.7;0.4338;;0.5069;0.55;0.0;1.06;0.11;0.0199131696259384;0.4699197860962567;0.0571524064171123;0.3699866310160428;0.0494652406417112;bni garfett;bni garfett;35.257308;-5.832411;11310.0
bnigmil;Bni Gmil;29.6;12.9;0.6906;;0.496;1.01;0.0;1.79;0.59;0.0136221098405994;0.8068181818181818;0.1400401069518716;0.3699866310160428;0.1473930481283422;bni gmil;bni gmil;35.0843944;-4.3860609;7741.0
bnigmilmaksouline;Bni Gmil Maksouline;30.2;11.5;0.5542;;0.4283;0.04;0.0;0.08;0.0;0.012693169379161;0.0875668449197861;0.0053475935828877;0.3699866310160428;0.0053475935828877;bni gmil maksouline;bni gmil maksouline;35.0033727;-4.4593064;7214.0
bniguil;Bni Guil;33.6;9.4;0.3069;;0.3661;0.69;0.24;1.17;0.18;0.0145175590899556;0.5925802139037433;0.0681818181818181;0.7737299465240641;0.0778743315508021;bni guil;bni guil;32.448384;-1.8515904;8249.0
bnihadifa;Bni Hadifa;26.6;16.1;0.8287;;0.5598;4.41;0.0;8.77;0.11;0.0082934817287811;0.4699197860962567;0.7653743315508021;0.3699866310160428;0.7396390374331551;bni hadifa;bni hadifa;34.9959722;-4.1875837;4718.0
bniharchen;Bni Harchen;26.3;14.1;0.4848;;0.4242;2.95;4.33;3.3;0.0;0.011298877339317;0.0875668449197861;0.3432486631016043;0.9070855614973262;0.5922459893048129;bni harchen;bni harchen;35.5217653;-5.6584826;6423.0
bnihassane;Bni Hassane;28.8;14.0;0.7674;;0.5536;1.44;0.0;2.86;0.04;0.0218168806285066;0.25;0.2860962566844919;0.3699866310160428;0.2687165775401069;bni hassane;bni hassane;32.0348925;-6.9277519;12390.0
bnihilal;Bni Hilal;28.6;17.2;0.6366;;0.3807;3.45;0.0;6.86;0.11;0.0295286728842808;0.4699197860962567;0.6878342245989305;0.3699866310160428;0.6577540106951871;bni hilal;bni hilal;32.803472;-8.3768885;16765.0
bniidder;Bni Idder;32.5;10.4;0.5719;;0.4078;1.56;0.0;3.12;0.0;0.0081894827017889;0.0875668449197861;0.3175133689839572;0.3699866310160428;0.3001336898395721;bni idder;bni idder;35.3985896;-5.5120689;4659.0
bnikhaled;Bni Khaled;27.2;16.9;0.78;;0.645;1.91;0.0;3.71;0.29;0.0109604398277494;0.6895053475935828;0.4010695187165775;0.3699866310160428;0.3877005347593583;bni khaled;bni khaled;34.8649239;-2.0588577;6231.0
bnikhloug;Bni Khloug;29.8;14.1;0.7412;;0.3903;2.48;0.0;4.94;0.07;0.0212915974074276;0.3776737967914438;0.5501336898395722;0.3699866310160428;0.5197192513368984;bni khloug;bni khloug;32.643186;-7.380796;12092.0
bnileit;Bni Leit;28.4;12.2;0.6645;;0.5345;1.18;0.0;2.31;0.11;0.0087976126053871;0.4699197860962567;0.2105614973262032;0.3699866310160428;0.1935160427807486;bni leit;bni leit;35.3023863;-5.4180489;5004.0
bnilent;Bni Lent;29.2;14.9;0.3617;;0.5188;1.71;0.0;3.41;0.04;0.0190106695950912;0.25;0.3643048128342246;0.3699866310160428;0.3419117647058823;bni lent;bni lent;34.3271716;-4.2037509;10798.0
bnimakada;Bni Makada;28.2;8.1;0.9665;;0.7429;27.09;39.9;25.85;10.98;1.0;0.982620320855615;0.9378342245989304;0.9913101604278076;0.9705882352941176;bni makada;bni makada;35.7511344;-5.8187652;567326.0
bnimansour;Bni Mansour;33.9;7.9;0.5686;;0.3277;0.0;0.0;0.0;0.0;0.0293435898701422;0.0875668449197861;0.0020053475935828;0.3699866310160428;0.0020053475935828;bni mansour;bni mansour;35.1586009;-4.9127137;16660.0
bnimarghnine;Bni Marghnine;17.9;25.0;0.7741;;0.5033;1.04;0.0;2.05;0.07;0.0087024270552587;0.3776737967914438;0.1744652406417112;0.3699866310160428;0.1540775401069518;bni marghnine;bni marghnine;35.1816119;-3.565169;4950.0
bnimathar;Bni Mathar;31.1;11.7;0.5286;;0.4425;2.17;0.48;4.03;0.04;0.0184201666452205;0.25;0.4381684491978609;0.8235294117647058;0.4515374331550802;bni mathar;bni mathar;33.9752716;-2.0157543;10463.0
bnimhamedsijelmassa;Bni M'hamed-Sijelmassa;31.3;13.4;0.8291;;0.7284;3.64;0.0;7.13;0.4;0.0209972272801786;0.7536764705882353;0.7005347593582888;0.3699866310160428;0.6771390374331551;bni m'hamed-sijelmassa;bni m'hamed-sijelmassa;31.2260148;-4.1641013;11925.0
bnioual;Bni Oual;26.8;16.3;0.5444;;0.5151;4.72;0.0;9.45;0.0;0.0116514164138667;0.0875668449197861;0.7874331550802139;0.3699866310160428;0.7606951871657754;bni oual;bni oual;34.7257408;-5.6573155;6623.0
bnioukil;Bni Oukil;29.1;15.2;0.8315;;0.5667;3.0;0.0;5.98;0.04;0.0248205135436698;0.25;0.6350267379679144;0.3699866310160428;0.5992647058823529;bni oukil;bni oukil;32.576979;-6.8400198;14094.0
bnioukilouledmhand;Bni Oukil Oulad M'hand;30.2;11.4;0.6695;;0.4599;1.2;0.96;1.75;0.18;0.0258446395552367;0.5925802139037433;0.1343582887700534;0.8582887700534759;0.1991978609625668;bni oukil oulad m'hand;bni oukil oulad m'hand;34.9659806;-2.9830974;14675.0
bnioulid;Bni Oulid;25.4;17.1;0.6316;;0.5464;0.34;0.0;0.67;0.04;0.0157814116722162;0.25;0.0287433155080213;0.3699866310160428;0.0217245989304812;bni oulid;bni oulid;34.5896225;-4.4513719;8966.0
bniounjeltafraout;Bni Ounjel Tafraout;27.2;17.0;0.3602;;0.4733;0.73;0.0;1.44;0.04;0.010535630242917;0.25;0.0995989304812834;0.3699866310160428;0.0865641711229946;bni ounjel tafraout;bni ounjel tafraout;34.6657759;-4.3497624;5990.0
bniquolla;Bni Quolla;23.6;18.2;0.583;;0.4831;1.41;0.0;2.72;0.26;0.0238633699562675;0.660427807486631;0.2677139037433155;0.3699866310160428;0.2623663101604278;bni quolla;bni quolla;34.738018;-5.5441052;13551.0
bnirzine;Bni Rzine;29.9;9.6;0.7491;;0.5572;1.81;0.0;3.6;0.04;0.0291303037300396;0.25;0.3846925133689839;0.3699866310160428;0.365975935828877;bni rzine;bni rzine;35.010837;-4.726992;16539.0
bnisaid;Bni Said;29.3;11.0;0.7367;;0.582;1.27;0.48;2.24;0.04;0.018423692035966;0.25;0.2045454545454545;0.8235294117647058;0.2215909090909091;bni said;bni said;35.4205943;-5.1724011;10465.0
bnisalah;Bni Salah;33.8;8.1;0.8097;;0.5388;5.6;0.0;11.18;0.04;0.0185470807120584;0.25;0.8302139037433155;0.3699866310160428;0.8028074866310161;bni salah;bni salah;34.996179;-5.043536;10535.0
bniselmane;Bni Selmane;30.5;9.0;0.595;;0.3886;1.28;0.0;2.55;0.04;0.0377216809768152;0.25;0.2476604278074866;0.3699866310160428;0.2269385026737967;bni selmane;bni selmane;35.113643;-4.9688019;21413.0
bnisideljbel;Bni Sidel Jbel;23.9;20.9;0.8447;;0.5909;1.28;0.0;2.5;0.15;0.0144206108444544;0.5387700534759359;0.2369652406417112;0.3699866310160428;0.2269385026737967;bni sidel jbel;bni sidel jbel;35.2154892;-3.0473751;8194.0
bnisidellouta;Bni Sidel Louta;23.8;21.3;0.7604;;0.4667;2.06;0.0;4.06;0.15;0.0092559134023017;0.5387700534759359;0.4441844919786096;0.3699866310160428;0.4258021390374331;bni sidel louta;bni sidel louta;35.1011003;-3.142314;5264.0
bnismih;Bni Smih;33.7;8.7;0.6799;;0.4811;1.54;0.0;3.04;0.11;0.0245102791580661;0.4699197860962567;0.3074866310160428;0.3699866310160428;0.2927807486631016;bni smih;bni smih;35.1381479;-4.7073276;13918.0
bnismir;Bni Smir;26.1;18.8;0.7001;;0.6101;3.25;0.24;6.24;0.29;0.0081824319202979;0.6895053475935828;0.6483957219251337;0.7737299465240641;0.6323529411764706;bni smir;bni smir;32.8580293;-6.6580136;4655.0
bnisnous;Bni Snous;28.3;14.4;0.6369;;0.4173;3.89;0.0;7.77;0.04;0.0148401323431685;0.25;0.7359625668449198;0.3699866310160428;0.7072192513368984;bni snous;bni snous;34.3492481;-5.1926297;8432.0
bnitadjite;Bni Tadjite;29.5;13.7;0.67;;0.558;1.38;0.0;2.62;0.33;0.0300962607943057;0.7162433155080213;0.2570187165775401;0.3699866310160428;0.2520053475935829;bni tadjite;bni tadjite;32.289782;-3.466617;17087.0
bnitsiriss;Bni Tsiriss;29.6;16.7;0.7027;;0.4019;0.79;0.0;1.58;0.0;0.022529009559097;0.0875668449197861;0.1139705882352941;0.3699866310160428;0.1012700534759358;bni tsiriss;bni tsiriss;32.7283736;-8.1072414;12794.0
bniyagrine;Bni Yagrine;34.9;10.1;0.4984;;0.1349;1.38;0.0;2.76;0.0;0.0230648689524125;0.0875668449197861;0.2743983957219251;0.3699866310160428;0.2520053475935829;bni yagrine;bni yagrine;32.727654;-7.5656246;13098.0
bniyakhlef;Bni Yakhlef;29.2;9.5;0.9723;;0.7989;9.42;8.89;13.03;1.21;0.207356432868628;0.8766711229946524;0.856951871657754;0.946524064171123;0.891042780748663;bni yakhlef;bni yakhlef;33.6852601;-7.3386583;117649.0
bniykhlef;Bni Ykhlef;30.0;15.7;0.7813;;0.5921;5.1;0.0;10.18;0.04;0.0157144292480517;0.25;0.8081550802139037;0.3699866310160428;0.7794117647058824;bni ykhlef;bni ykhlef;32.9515143;-6.8205594;8928.0
bnizoli;Bni Zoli;34.2;11.2;0.7212;;0.5938;1.82;0.0;3.56;0.18;0.0286032578135879;0.5925802139037433;0.3800133689839572;0.3699866310160428;0.3693181818181818;bni zoli;bni zoli;30.442198;-5.8962215;16240.0
bnizrantel;Bni Zrantel;26.6;17.1;0.6392;;0.5449;2.11;0.0;4.22;0.0;0.009730078457571;0.0875668449197861;0.4612299465240642;0.3699866310160428;0.4351604278074866;bni zrantel;bni zrantel;32.7387786;-6.2424783;5533.0
bouabout;Bouabout;31.3;18.3;0.516;;0.2133;4.03;0.0;8.04;0.04;0.0172920416066615;0.25;0.7439839572192514;0.3699866310160428;0.7172459893048129;bouabout;bouabout;31.3021324;-9.2191141;9823.0
bouaboutamdlane;Bouabout Amdlane;33.7;16.9;0.2828;;0.2782;2.08;0.0;4.15;0.04;0.0112671488226076;0.25;0.4525401069518716;0.3699866310160428;0.4274732620320856;bouabout amdlane;bouabout amdlane;31.188465;-9.2220591;6405.0
bouadel;Bouadel;28.4;15.3;0.5448;;0.5095;2.81;0.0;5.58;0.11;0.0203608942506165;0.4699197860962567;0.6036096256684492;0.3699866310160428;0.5765374331550802;bouadel;bouadel;34.5400716;-4.5075123;11564.0
bouanane;Bouanane;32.1;11.3;0.5268;;0.5651;0.48;0.0;0.93;0.07;0.0188396881439346;0.3776737967914438;0.0477941176470588;0.3699866310160428;0.0417780748663101;bouanane;bouanane;32.039244;-3.04928;10701.0
bouarfa;Bouarfa;26.8;13.3;0.9587;;0.7252;5.94;0.0;11.48;0.99;0.0484247672801434;0.8586229946524064;0.8352272727272727;0.3699866310160428;0.8168449197860963;bouarfa;bouarfa;32.532903;-1.963231;27485.0
bouarg;Bouarg;29.2;11.6;0.8627;;0.6374;7.8;15.14;6.41;0.29;0.0786373659690505;0.6895053475935828;0.6607620320855615;0.9699197860962568;0.8633021390374331;bouarg;bouarg;35.1006376;-2.8647645;44625.0
bouarouss;Bouarouss;31.6;13.2;0.3738;;0.3676;1.93;0.0;3.81;0.11;0.0287601377017625;0.4699197860962567;0.4127673796791444;0.3699866310160428;0.393048128342246;bouarouss;bouarouss;34.366306;-4.809899;16329.0
bouazmou;Bou-Azmou;32.0;12.2;0.658;;0.4753;0.89;0.0;1.45;0.81;0.0177750201387946;0.8362299465240641;0.1006016042780748;0.3699866310160428;0.1199866310160427;bou-azmou;bou-azmou;32.028282;-5.5026713;10097.0
bouchabel;Bouchabel;30.2;13.2;0.3362;;0.2483;1.6;0.0;3.15;0.11;0.0242441121567811;0.4699197860962567;0.3228609625668449;0.3699866310160428;0.3078208556149732;bouchabel;bouchabel;34.379997;-5.015668;13767.0
bouchane;Bouchane;30.2;13.4;0.7435;;0.5312;0.8;0.0;1.57;0.07;0.0168830962801839;0.3776737967914438;0.1126336898395722;0.3699866310160428;0.1029411764705882;bouchane;bouchane;32.3439447;-8.3750747;9591.0
bouchaouene;Bouchaouene;36.7;9.4;0.1467;;0.0289;0.5;0.0;0.98;0.07;0.0268387997454667;0.3776737967914438;0.0511363636363636;0.3699866310160428;0.043783422459893;bouchaouene;bouchaouene;32.7931091;-2.9726451;15239.0
bouchfaa;Bouchfaa;28.9;14.8;0.6285;;0.6458;2.55;0.0;5.05;0.11;0.0177679693573036;0.4699197860962567;0.5601604278074866;0.3699866310160428;0.536096256684492;bouchfaa;bouchfaa;34.1015174;-4.2939382;10093.0
boudinar;Boudinar;22.0;21.8;0.7467;;0.4593;0.64;0.0;1.22;0.15;0.0140680717699047;0.5387700534759359;0.0731951871657754;0.3699866310160428;0.0685160427807486;boudinar;boudinar;35.154017;-3.632216;7994.0
boudnib;Boudnib;29.9;12.7;0.9574;;0.8041;12.28;0.0;24.36;0.48;0.0220354548547274;0.777072192513369;0.9331550802139036;0.3699866310160428;0.9211229946524064;boudnib;boudnib;31.951733;-3.607987;12514.0
boufakrane;Boufakrane;27.1;12.7;0.9647;;0.7764;10.5;0.48;20.34;0.95;0.0297490098058743;0.8539438502673797;0.9177807486631016;0.8235294117647058;0.9057486631016044;boufakrane;boufakrane;33.7571118;-5.48554;16890.0
boughriba;Boughriba;24.0;17.7;0.7808;;0.5615;4.22;0.0;8.37;0.18;0.0334894493868464;0.5925802139037433;0.7533422459893048;0.3699866310160428;0.7266042780748663;boughriba;boughriba;34.9351969;-2.4306333;19012.0
bouguargouh;Bouguargouh;30.4;13.3;0.7681;;0.5564;3.64;0.0;7.28;0.0;0.0171069585925229;0.0875668449197861;0.7078877005347594;0.3699866310160428;0.6771390374331551;bouguargouh;bouguargouh;33.1153419;-7.3301554;9718.0
bouguedra;Bouguedra;28.8;15.1;0.7562;;0.5314;1.61;0.24;2.91;0.4;0.0276619784845402;0.7536764705882353;0.2917780748663101;0.7737299465240641;0.3104946524064171;bouguedra;bouguedra;32.254175;-8.982826;15706.0
bouhlou;Bouhlou;27.6;16.5;0.7839;;0.6027;4.01;0.0;8.01;0.04;0.0149652837146337;0.25;0.741644385026738;0.3699866310160428;0.7162433155080213;bouhlou;bouhlou;34.134009;-4.406504;8503.0
bouhmame;Bouhmame;29.6;14.1;0.6361;;0.4904;2.4;0.0;4.81;0.0;0.0416419154858076;0.0875668449197861;0.5370989304812834;0.3699866310160428;0.5040106951871658;bouhmame;bouhmame;32.6022123;-8.4930478;23637.0
