commune_norm;commune_x;taux_jeunesse;taux_vieillesse;INIV;nb_atm;IEDU;Indice_accessibilite_x;Indice_transport;indice_densite_routiere;Indice_POI;densite_norm;Indice_POI_norm;indice_densite_routiere_norm;indice_transport_norm_x;indice_transport_norm_y;commune_key;commune_y;latitude;longitude;densite
sidislimaneechcharaa;Sidi Slimane Echcharaa;24.5;16.4;0.9248;;0.7171;15.78;0.0;31.29;0.66;0.0530870965410628;0.8171791443850267;0.9572192513368984;0.3699866310160428;0.9405080213903744;sidi slimane echcharaa;sidi slimane echcharaa;34.909135;-2.349642;30130.0
sidislimanemoulelkifane;Sidi Slimane Moul Al Kifane;26.5;13.2;0.8788;;0.6897;11.02;2.4;20.49;0.29;0.0356628527814451;0.6895053475935828;0.9197860962566844;0.8813502673796791;0.9090909090909092;sidi slimane moul al kifane;sidi slimane moul al kifane;33.8604919;-5.4611693;20245.0
sidismail;Sidi Smail;30.8;12.2;0.7568;;0.5407;3.44;0.24;6.64;0.26;0.0576013593906714;0.660427807486631;0.6751336898395722;0.7737299465240641;0.6560828877005348;sidi smail;sidi smail;32.827312;-8.51366;32691.0
siditaibi;Sidi Taibi;29.4;8.8;0.9159;;0.7055;5.78;6.01;7.74;0.51;0.1343420651386448;0.7881016042780749;0.7342914438502673;0.9237967914438504;0.8091577540106952;sidi taibi;sidi taibi;34.1916611;-6.6844815;76227.0
sidiyacoub;Sidi Yacoub;31.2;11.6;0.7338;;0.4272;1.69;0.0;3.37;0.04;0.0332356212531706;0.25;0.3526069518716577;0.3699866310160428;0.3312165775401069;sidi yacoub;sidi yacoub;31.6311714;-7.1048877;18868.0
sidiyahiabnizeroual;Sidi Yahia Bni Zeroual;27.9;14.3;0.5305;;0.4707;4.71;0.0;9.41;0.04;0.0251519002737465;0.25;0.786096256684492;0.3699866310160428;0.7600267379679144;sidi yahia bni zeroual;sidi yahia bni zeroual;32.0;-6.0;14282.0
sidiyahiaelgharb;Sidi Yahia El Gharb;28.6;12.5;0.8868;;0.7226;10.05;0.48;19.57;0.62;0.0690765062672634;0.8125;0.9131016042780749;0.8235294117647058;0.8990641711229946;sidi yahia el gharb;sidi yahia el gharb;34.30652;-6.30618;39201.0
sidiyahiaouyoussef;Sidi Yahia Ou Youssef;32.8;12.3;0.3431;;0.2109;0.66;0.0;1.32;0.0;0.0085666995115571;0.0875668449197861;0.0855614973262032;0.3699866310160428;0.00.0711898395721925;sidi yahia ou youssef;sidi yahia ou youssef;32.40864;-5.38129;4873.0
sidiyahyaousaad;Sidi Yahya Ou Saad;26.2;14.0;0.6403;;0.517;2.29;0.0;4.54;0.11;0.0121590726812183;0.4699197860962567;0.5026737967914439;0.3699866310160428;0.4762700534759358;sidi yahya ou saad;sidi yahya ou saad;32.680499;-5.577051;6911.0
sidiyahyazaer;Sidi Yahya Zaer;29.2;8.1;0.9852;;0.8154;5.62;9.86;4.8;1.32;0.1983913642028298;0.883355614973262;0.5350935828877005;0.9512032085561496;0.8038101604278075;sidi yahya zaer;sidi yahya zaer;33.8262331;-6.9039822;112563.0
sidiyoussefbenahmed;Sidi Youssef Ben Ahmed;28.7;14.6;0.8416;;0.6081;1.91;0.0;3.77;0.11;0.0242106209446989;0.4699197860962567;0.4080882352941176;0.3699866310160428;0.3877005347593583;sidi youssef ben ahmed;sidi youssef ben ahmed;33.8455767;-4.7773988;13748.0
sidiyoussefbenali;Sidi Youssef Ben Ali;22.9;16.1;0.972;;0.7686;9.24;6.49;13.73;2.13;0.1902688639252053;0.920120320855615;0.8663101604278075;0.927807486631016;0.8866978609625669;sidi youssef ben ali;sidi youssef ben ali;31.6090052;-7.9679007;107955.0
sidlmokhtar;Sid L'mokhtar;30.1;12.3;0.8287;;0.5259;1.34;0.0;2.31;0.92;0.0476438932300158;0.8499331550802139;0.2105614973262032;0.3699866310160428;0.2399732620320855;sid l'mokhtar;sid l'mokhtar;31.5946942;-9.0386481;27042.0
sidzouine;Sid Zouine;28.4;12.3;0.8529;;0.6489;6.86;1.68;12.48;0.59;0.0301685313045884;0.8068181818181818;0.8449197860962567;0.8723262032085561;0.8422459893048129;sid zouine;sid zouine;31.6681645;-8.3461335;17128.0
sihsaienbenabderrahmane;Si Hsaien Ben Abderrahmane;26.9;18.5;0.7924;;0.5653;3.45;0.0;6.9;0.0;0.010577934931863;0.0875668449197861;0.6885026737967914;0.3699866310160428;0.6577540106951871;si hsaien ben abderrahmane;si hsaien ben abderrahmane;33.0995365;-8.1557222;6014.0
siroua;Siroua;25.9;18.0;0.8012;;0.4719;0.98;0.0;1.86;0.26;0.0151080620398263;0.660427807486631;0.1490641711229946;0.3699866310160428;0.1427139037433155;siroua;siroua;30.757746;-7.29213;8584.0
skhirate;Skhirate;26.4;11.4;0.9651;1.0;0.7451;13.94;10.82;19.84;3.89;0.2151440210254304;0.953542780748663;0.9157754010695188;0.9545454545454546;0.9324866310160428;skhirate;skhirate;33.850672;-7.028026;122067.0
skhourrhamna;Skhour Rhamna;28.3;13.1;0.7451;;0.6027;3.98;0.24;7.62;0.48;0.0273993368740007;0.777072192513369;0.7279411764705882;0.7737299465240641;0.7122326203208557;skhour rhamna;skhour rhamna;32.4699106;-7.9580753;15557.0
skouraahleloust;Skoura Ahl El Oust;29.1;14.0;0.8249;1.0;0.6091;1.62;0.72;2.02;1.98;0.0423751967608709;0.913770053475936;0.1704545454545454;0.8462566844919787;0.3135026737967914;skoura ahl el oust;skoura ahl el oust;31.0487448;-6.4924736;24053.0
skouralhadra;Skoura Lhadra;33.1;12.6;0.5288;;0.3308;1.58;0.0;3.15;0.0;0.0138618364112932;0.0875668449197861;0.3228609625668449;0.3699866310160428;0.3048128342245989;skoura lhadra;skoura lhadra;32.4707791;-7.7580999;7877.0
skouramdaz;Skoura M'daz;23.2;19.8;0.7645;;0.5588;1.98;0.0;3.87;0.22;0.0146021684678475;0.63201871657754;0.4211229946524064;0.3699866310160428;0.4087566844919786;skoura m'daz;skoura m'daz;33.518893;-4.544113;8297.0
smia;Smia;24.6;17.9;0.6778;;0.546;1.95;0.0;3.87;0.07;0.012994590287901;0.3776737967914438;0.4211229946524064;0.3699866310160428;0.3987299465240642;smia;smia;34.0306296;-4.3900879;7385.0
smimou;Smimou;27.7;13.6;0.816;;0.4994;5.5;0.0;10.93;0.18;0.0156351079562781;0.5925802139037433;0.8245320855614974;0.3699866310160428;0.7984625668449198;smimou;smimou;31.2097051;-9.7036625;8883.0
souaken;Souaken;32.1;11.5;0.6381;;0.4027;2.88;0.48;5.47;0.0;0.0221553181400743;0.0875668449197861;0.5955882352941176;0.8235294117647058;0.5825534759358288;souaken;souaken;35.121032;-5.953751;12582.0
soualemtrifiya;Soualem Trifiya;30.7;9.6;0.8916;;0.7067;5.44;0.0;10.8;0.22;0.0797637283122368;0.63201871657754;0.821524064171123;0.3699866310160428;0.7957887700534759;soualem trifiya;soualem trifiya;33.4538921;-7.8682579;45264.0
souani;Souani;20.3;17.5;0.9892;;0.8101;;;;;0.1951480047169728;0.0;0.0;0.0;0.0;souani;souani;35.189312;-3.8520814;110723.0
souihla;Souihla;29.4;10.8;0.8676;;0.7153;2.37;2.88;2.9;0.29;0.0572646845744765;0.6895053475935828;0.2897727272727273;0.8883689839572193;0.4966577540106952;souihla;souihla;31.6161869;-8.215424;32500.0
souissi;Souissi;15.0;28.8;1.0;;0.7453;15.01;11.54;20.81;5.73;0.0359202063058664;0.9685828877005348;0.9204545454545454;0.9575534759358288;0.9358288770053476;souissi;souissi;33.9688418;-6.8348164;20391.0
soukelarbaa;Souk El Arbaa;26.7;13.3;0.9402;;0.6348;7.99;0.96;14.87;1.32;0.1216665227132112;0.883355614973262;0.8796791443850267;0.8582887700534759;0.8669786096256684;souk el arbaa;souk el arbaa;34.6765226;-5.992617;69036.0
soukkdim;Souk Kdim;28.5;12.1;0.6957;;0.5453;2.24;4.81;1.54;0.15;0.0153107720076924;0.5387700534759359;0.1089572192513369;0.9134358288770054;0.463903743315508;souk kdim;souk kdim;35.6055948;-5.5357099;8699.0
souklakhmisdades;Souk Lakhmis Dades;29.8;15.1;0.9098;;0.6889;0.68;0.0;1.21;0.4;0.0284516660115315;0.7536764705882353;0.0718582887700534;0.3699866310160428;0.0748663101604278;souk lakhmis dades;souk lakhmis dades;31.3089683;-6.0289593;16154.0
souklqolla;Souk L'qolla;26.3;12.1;0.4487;;0.3538;1.38;0.0;2.77;0.0;0.0239321150758047;0.0875668449197861;0.2757352941176471;0.3699866310160428;0.2520053475935829;souk l'qolla;souk l'qolla;35.1119923;-5.6068048;13590.0
souksebtoulednemma;Souk Sebt Ouled Nemma;27.0;13.7;0.9264;;0.6888;12.35;0.48;24.12;0.73;0.1060402282337968;0.8278743315508021;0.9324866310160428;0.8235294117647058;0.9217914438502672;souk sebt ouled nemma;souk sebt ouled nemma;32.2949053;-6.6987178;60171.0
souktletelgharb;Souk Tlet El Gharb;30.4;12.5;0.7632;;0.4934;3.92;0.0;7.83;0.04;0.0426166860269375;0.25;0.7366310160427807;0.3699866310160428;0.7098930481283422;souk tlet el gharb;souk tlet el gharb;34.601171;-6.173848;24190.0
souktolba;Souk Tolba;31.0;11.9;0.5893;;0.1765;1.7;0.0;3.39;0.0;0.0226347712814619;0.0875668449197861;0.3576203208556149;0.3699866310160428;0.3365641711229946;souk tolba;souk tolba;35.0756032;-5.8571971;12854.0
sourelaaz;Sour El Aaz;30.4;15.8;0.7668;;0.5941;1.61;0.0;3.22;0.0;0.0065960060848244;0.0875668449197861;0.3318850267379679;0.3699866310160428;0.3104946524064171;sour el aaz;sour el aaz;31.8518044;-7.0490686;3755.0
steha;Steha;30.5;10.9;0.6786;;0.4871;0.81;0.0;1.58;0.11;0.0191834137416205;0.4699197860962567;0.1139705882352941;0.3699866310160428;0.1042780748663101;steha;steha;35.345994;-4.956989;10896.0
stifadma;Sti Fadma;31.0;11.6;0.6308;;0.4465;3.07;0.48;5.41;1.1;0.0425514662981458;0.8683155080213903;0.5939171122994652;0.8235294117647058;0.606951871657754;sti fadma;sti fadma;31.2357819;-7.6916418;24153.0
tabant;Tabant;30.0;10.9;0.7544;;0.5116;3.26;0.24;5.94;1.07;0.0288447470796544;0.8656417112299465;0.6306818181818182;0.7737299465240641;0.634024064171123;tabant;tabant;31.658726;-6.420065;16377.0
tabaroucht;Tabaroucht;34.2;11.9;0.0839;;0.4252;0.02;0.0;0.04;0.0;0.0068110549202997;0.0875668449197861;0.0040106951871657;0.3699866310160428;0.0043449197860962;tabaroucht;tabaroucht;32.133016;-6.2236372;3877.0
tabia;Tabia;43.1;54.6;0.1619;;0.3069;3.2;0.0;6.3500000000000005;0.14;0.0143518657249172;0.5093582887700535;0.6564171122994652;0.3699866310160428;0.6263368983957219;tabia;tabia;29.996342;-8.8821991;7354.0
tabia;Tabia;43.1;54.6;0.1619;;0.3069;3.2;0.0;6.3500000000000005;0.14;0.0143518657249172;0.5093582887700535;0.6564171122994652;0.3699866310160428;0.6263368983957219;tabia;tabia;29.996342;-8.8821991;814.0
tabouda;Tabouda;28.7;14.3;0.3451;;0.4731;4.05;0.0;8.08;0.04;0.0240114363675783;0.25;0.7469919786096256;0.3699866310160428;0.7195855614973262;tabouda;tabouda;34.7434402;-5.1004204;13635.0
tabriquet;Tabriquet;21.6;16.0;0.9835;11.0;0.8149;45.94;23.32;75.6;5.73;0.4178204976794115;0.9685828877005348;0.9953208556149732;0.982620320855615;0.9933155080213903;tabriquet;tabriquet;34.0554847;-6.7887259;237048.0
tachraft;Tachraft;25.2;17.7;0.7852;;0.5244;1.9;0.0;3.76;0.11;0.0054097120989647;0.4699197860962567;0.4057486631016043;0.3699866310160428;0.3850267379679144;tachraft;tachraft;32.7701403;-6.4470847;3082.0
taddart;Taddart;28.8;12.9;0.7495;;0.4918;2.01;0.48;3.58;0.37;0.0465175308868296;0.7356283422459893;0.3813502673796791;0.8235294117647058;0.4131016042780748;taddart;taddart;34.21615;-3.583368;26403.0
tadighoust;Tadighoust;27.3;20.0;0.7628;;0.5995;0.56;0.0;1.01;0.26;0.0105814603226085;0.660427807486631;0.0551470588235294;0.3699866310160428;0.0514705882352941;tadighoust;tadighoust;31.8978842;-4.8354732;6016.0
tadrart;Tadrart;21.6;27.6;0.3826;;0.3338;1.64;0.0;3.27;0.0;0.0050659865012788;0.0875668449197861;0.3399064171122994;0.3699866310160428;0.3175133689839572;tadrart;tadrart;30.770693;-9.461373;2887.0
tafajight;Tafajight;29.4;17.5;0.1694;;0.2891;1.01;0.0;2.02;0.0;0.0024395703958837;0.0875668449197861;0.1704545454545454;0.3699866310160428;0.1473930481283422;tafajight;tafajight;33.569023;-4.295826;1397.0
tafedna;Tafedna;28.2;15.5;0.6332;;0.4745;3.65;0.0;7.11;0.48;0.0087887991285234;0.777072192513369;0.6995320855614974;0.3699866310160428;0.6788101604278075;tafedna;tafedna;31.0918345;-9.7189487;4999.0
tafersit;Tafersit;22.4;20.6;0.8256;;0.6278;4.62;0.24;8.69;0.99;0.0144206108444544;0.8586229946524064;0.7613636363636364;0.7737299465240641;0.7533422459893048;tafersit;tafersit;35.0065558;-3.5403724;8194.0
tafetachte;Tafetachte;29.8;13.4;0.6528;;0.4862;3.04;0.0;6.03;0.15;0.0129187943868728;0.5387700534759359;0.6370320855614974;0.3699866310160428;0.6029411764705882;tafetachte;tafetachte;31.6240762;-9.2934891;7342.0
tafingoult;Tafingoult;24.5;16.7;0.7219;;0.564;1.38;0.0;2.69;0.15;0.0099698050282648;0.5387700534759359;0.2647058823529412;0.3699866310160428;0.2520053475935829;tafingoult;tafingoult;30.763821;-8.388828;5669.0
tafoughalt;Tafoughalt;22.7;19.9;0.7462;;0.6688;5.28;0.0;10.23;0.84;0.0041405714305859;0.8392379679144385;0.8098262032085561;0.3699866310160428;0.7881016042780749;tafoughalt;tafoughalt;34.8055488;-2.411397;2362.0
tafrant;Tafrant;27.5;15.0;0.446;;0.526;2.58;0.0;5.15;0.04;0.0232728670063968;0.25;0.5701871657754011;0.3699866310160428;0.5411096256684492;tafrant;tafrant;34.6250515;-5.1243048;13216.0
tafraout;Tafraout;23.4;15.0;0.9898;3.0;0.761;7.38;0.48;13.39;2.72;0.0107524417737651;0.9311497326203207;0.8619652406417112;0.8235294117647058;0.8539438502673797;tafraout;tafraout;29.720472;-8.9744529;6113.0
tafraoutelmouloud;Tafraout El Mouloud;14.5;35.1;0.5522;;0.1828;2.65;0.0;5.29;0.04;0.003453120235214;0.25;0.5842245989304813;0.3699866310160428;0.5571524064171123;tafraout el mouloud;tafraout el mouloud;29.636628;-9.244717;1972.0
tafraouten;Tafraouten;25.8;18.2;0.5736;;0.453;0.66;0.0;1.24;0.18;0.0116179252017845;0.5925802139037433;0.0752005347593582;0.3699866310160428;0.0711898395721925;tafraouten;tafraouten;30.705029;-8.882564;6604.0
taftechna;Taftechna;34.5;12.1;0.611;;0.6385;0.4;0.0;0.78;0.07;0.0081930080925344;0.3776737967914438;0.0381016042780748;0.3699866310160428;0.0297459893048128;taftechna;taftechna;30.6728863;-5.9525433;4661.0
tagante;Tagante;27.4;15.3;0.9019;;0.6084;2.61;0.0;5.19;0.07;0.0069943752390655;0.3776737967914438;0.5752005347593583;0.3699866310160428;0.5508021390374331;tagante;tagante;29.1283828;-9.7799066;3981.0
taghazout;Taghazout;22.3;17.8;0.8093;;0.6067;5.55;2.4;8.21;3.64;0.0085332082994748;0.9478609625668448;0.7506684491978609;0.8813502673796791;0.8001336898395722;taghazout;taghazout;30.544722;-9.709128;4854.0
taghbalte;Taghbalte;37.7;12.1;0.8118;;0.5745;0.55;0.0;1.07;0.07;0.0161515777004933;0.3776737967914438;0.0584893048128342;0.3699866310160428;0.0494652406417112;taghbalte;taghbalte;30.5744771;-5.315275;9176.0
taghjijt;Taghjijt;25.7;18.6;0.7937;;0.5731;0.71;0.0;1.32;0.26;0.0158995122621903;0.660427807486631;0.0855614973262032;0.3699866310160428;0.0825534759358288;taghjijt;taghjijt;29.0607261;-9.4233205;9033.0
taghramt;Taghramt;26.1;12.6;0.8718;;0.5314;1.69;0.0;3.36;0.04;0.0163789654035779;0.25;0.3502673796791444;0.3699866310160428;0.3312165775401069;taghramt;taghramt;35.8079113;-5.4449381;9305.0
taghzirt;Taghzirt;25.7;18.7;0.7696;;0.6004;2.53;0.0;4.99;0.18;0.035271534408695;0.5925802139037433;0.5544786096256684;0.3699866310160428;0.5340909090909091;taghzirt;taghzirt;32.416198;-6.1828905;20023.0
taghzout;Taghzout;28.6;16.7;0.4676;;0.4352;2.08;0.0;4.16;0.0;0.0072323391143865;0.0875668449197861;0.4552139037433155;0.3699866310160428;0.4274732620320856;taghzout;taghzout;34.76669;-4.525471;4116.0
taghzoutenaitatta;Taghzoute N'ait Atta;33.8;13.0;0.8656;;0.6196;1.29;0.0;2.18;0.99;0.0275703183251573;0.8586229946524064;0.1935160427807486;0.3699866310160428;0.231283422459893;taghzoute n'ait atta;taghzoute n'ait atta;31.4554288;-5.4227293;15654.0
tagleft;Tagleft;32.6;11.5;0.4379;;0.4117;1.1;0.24;1.96;0.22;0.0289029160269551;0.63201871657754;0.1631016042780748;0.7737299465240641;0.1741310160427807;tagleft;tagleft;32.2276712;-6.1225772;16410.0
tagmout;Tagmout;23.4;21.9;0.6379;;0.4414;1.47;0.0;2.9;0.11;0.007551386976854;0.4699197860962567;0.2897727272727273;0.3699866310160428;0.2747326203208556;tagmout;tagmout;29.897841;-8.2374989;4297.0
tagounite;Tagounite;31.2;13.1;0.6988;;0.5858;0.52;0.24;0.52;0.95;0.0253828133675766;0.8539438502673797;0.0200534759358288;0.7737299465240641;0.0467914438502673;tagounite;tagounite;29.978887;-5.5832329;14413.0
tah;Tah;28.3;13.9;0.8089;;0.5848;;;;;0.0015529346233913;0.0;0.0;0.0;0.0;tah;tah;27.8480245;-12.6139278;894.0
tahannaout;Tahannaout;29.5;9.8;0.9832;1.0;0.8367;7.88;5.77;11.95;0.88;0.028210176745465;0.8449197860962567;0.8415775401069518;0.920120320855615;0.8649732620320856;tahannaout;tahannaout;31.3672735;-7.9447676;16017.0
tahelouante;Tahelouante;31.2;21.0;0.2523;;0.3635;2.4;0.0;4.78;0.04;0.005106528494852;0.25;0.5320855614973262;0.3699866310160428;0.5040106951871658;tahelouante;tahelouante;31.1770387;-9.3235555;2910.0
tahla;Tahla;24.9;17.6;0.9405;;0.7136;7.68;0.0;15.28;0.18;0.0503725456670303;0.5925802139037433;0.8843582887700535;0.3699866310160428;0.8599598930481284;tahla;tahla;34.050634;-4.4224;28590.0
taifa;Taifa;26.7;18.3;0.2257;;0.5085;1.4;0.0;2.78;0.07;0.010542681024408;0.3776737967914438;0.2767379679144385;0.3699866310160428;0.2586898395721925;taifa;taifa;34.3583904;-4.0654641;5994.0
tainaste;Tainaste;27.4;14.7;0.3343;;0.4199;4.56;0.0;9.08;0.11;0.0183214557043466;0.4699197860962567;0.7780748663101604;0.3699866310160428;0.7510026737967914;tainaste;tainaste;34.5823082;-4.1449943;10407.0
takate;Takate;27.0;18.4;0.634;;0.4599;2.82;0.0;5.64;0.0;0.0175916998200288;0.0875668449197861;0.606951871657754;0.3699866310160428;0.5782085561497327;takate;takate;31.6761231;-9.487148;9993.0
takoucht;Takoucht;27.2;24.3;0.4541;;0.1805;3.08;0.0;6.15;0.0;0.0056335744113038;0.0875668449197861;0.643048128342246;0.3699866310160428;0.6096256684491979;takoucht;takoucht;31.2202383;-9.4622884;3209.0
talambote;Talambote;28.1;9.2;0.7122;;0.5864;0.38;0.24;0.25;0.92;0.0140909868097505;0.8499331550802139;0.0106951871657754;0.7737299465240641;0.0274064171122994;talambote;talambote;35.250661;-5.182024;8007.0
talatnyaaqoub;Talat N'yaaqoub;25.8;15.9;0.5066;;0.4912;1.2;0.24;1.92;0.84;0.0125521537493411;0.8392379679144385;0.1587566844919786;0.7737299465240641;0.1991978609625668;talat n'yaaqoub;talat n'yaaqoub;30.9904992;-8.1849237;7134.0
talgjount;Talgjount;27.0;15.9;0.5701;;0.516;1.74;0.0;3.41;0.18;0.0092030325411192;0.5925802139037433;0.3643048128342246;0.3699866310160428;0.3492647058823529;talgjount;talgjount;30.7617038;-8.5801619;5234.0
talilit;Talilit;19.0;23.8;0.6019;;0.3053;4.35;0.0;8.66;0.11;0.0068181057017907;0.4699197860962567;0.7600267379679144;0.3699866310160428;0.7342914438502673;talilit;talilit;35.1364443;-3.5675249;3881.0
taliouine;Taliouine;27.9;12.8;0.9671;;0.7578;7.06;0.24;12.59;3.49;0.0122613090128377;0.9468582887700536;0.8482620320855615;0.7737299465240641;0.8482620320855615;taliouine;taliouine;30.5314629;-7.9215207;6969.0
taliouineassaka;Taliouine Assaka;20.5;20.5;0.9495;;0.7266;1.44;0.0;2.86;0.04;0.0015018164575816;0.25;0.2860962566844919;0.3699866310160428;0.2687165775401069;taliouine assaka;taliouine assaka;29.0252506;-10.235782;865.0
talmakante;Talmakante;30.1;17.4;0.4862;;0.3488;1.4;0.0;2.75;0.11;0.0058574367236428;0.4699197860962567;0.2723930481283422;0.3699866310160428;0.2586898395721925;talmakante;talmakante;30.8506926;-8.9339059;3336.0
talmest;Talmest;27.5;15.0;0.8437;;0.614;2.19;0.0;4.31;0.18;0.0081524660989612;0.5925802139037433;0.4719251336898395;0.3699866310160428;0.4562165775401069;talmest;talmest;31.818539;-9.3436761;4638.0
talsint;Talsint;30.1;13.0;0.5593;;0.4636;0.71;0.0;1.23;0.48;0.0331263341400602;0.777072192513369;0.0741978609625668;0.3699866310160428;0.0825534759358288;talsint;talsint;32.535512;-3.439467;18806.0
talzemt;Talzemt;26.2;18.8;0.0776;;0.3886;2.27;0.0;4.53;0.04;0.0047381251619476;0.25;0.5006684491978609;0.3699866310160428;0.4715909090909091;talzemt;talzemt;33.6001986;-4.1901239;2701.0
tamaguert;Tamaguert;26.3;16.4;0.6671;;0.4975;0.41;0.0;0.79;0.07;0.0176428179858385;0.3776737967914438;0.0391042780748663;0.3699866310160428;0.0310828877005347;tamaguert;tamaguert;31.5392984;-7.523757;10022.0
tamallalt;Tamallalt;29.1;11.4;0.9673;;0.7527;3.07;0.0;6.09;0.11;0.0361616955719329;0.4699197860962567;0.6390374331550802;0.3699866310160428;0.606951871657754;tamallalt;tamallalt;31.8240817;-7.5284251;20528.0
tamaloukte;Tamaloukte;25.4;16.8;0.6798;;0.5574;0.32;0.0;0.61;0.07;0.0074509133406073;0.3776737967914438;0.0240641711229946;0.3699866310160428;0.0197192513368983;tamaloukte;tamaloukte;30.6167887;-8.8274471;4240.0
tamanar;Tamanar;28.7;13.2;0.8035;;0.5942;1.58;0.0;3.09;0.18;0.0204525544099994;0.5925802139037433;0.3145053475935829;0.3699866310160428;0.3048128342245989;tamanar;tamanar;31.003117;-9.678242;11616.0
tamanarte;Tamanarte;22.0;24.7;0.6992;;0.4514;1.41;0.0;2.61;0.51;0.0087835110424051;0.7881016042780749;0.2550133689839572;0.3699866310160428;0.2623663101604278;tamanarte;tamanarte;29.157485;-8.9228718;4996.0
tamazouzte;Tamazouzte;27.9;12.9;0.8055;;0.5554;3.25;5.05;3.39;0.18;0.0297401963290106;0.5925802139037433;0.3576203208556149;0.91677807486631;0.6323529411764706;tamazouzte;tamazouzte;31.4943874;-7.7878298;16885.0
tamchachate;Tamchachate;28.0;13.7;0.5471;;0.5218;1.58;0.0;3.15;0.0;0.0062558058778839;0.0875668449197861;0.3228609625668449;0.3699866310160428;0.3048128342245989;tamchachate;tamchachate;33.507105;-5.6403348;3562.0
tamda;Tamda;28.4;17.2;0.5716;;0.4375;2.4;0.0;4.79;0.0;0.0159171392159178;0.0875668449197861;0.5330882352941176;0.3699866310160428;0.5040106951871658;tamda;tamda;32.439687;-8.3391784;9043.0
tamdanoumercid;Tamda Noumercid;30.6;12.3;0.5842;;0.5693;1.65;0.0;3.28;0.04;0.0228198542956004;0.25;0.3412433155080214;0.3699866310160428;0.321524064171123;tamda noumercid;tamda noumercid;31.9429295;-6.6589652;12959.0
tamedit;Tamedit;27.4;16.8;0.5293;;0.4734;1.96;0.0;3.91;0.0;0.0215595271040854;0.0875668449197861;0.4254679144385027;0.3699866310160428;0.402072192513369;tamedit;tamedit;34.6833352;-4.1959199;12244.0
tamegroute;Tamegroute;33.5;12.6;0.6637;;0.5818;0.92;0.0;1.53;0.77;0.0338208361169231;0.8325534759358288;0.1066176470588235;0.3699866310160428;0.1270053475935829;tamegroute;tamegroute;30.2619074;-5.6795091;19200.0
tameslohte;Tameslohte;30.0;10.7;0.93;;0.7144;6.26;11.78;5.2;0.62;0.0708480151168755;0.8125;0.5778743315508021;0.9585561497326204;0.8265374331550802;tameslohte;tameslohte;31.4562;-8.05316;40206.0
tamezmoute;Tamezmoute;32.5;11.6;0.7536;;0.6167;2.6;0.0;5.13;0.18;0.019278599291749;0.5925802139037433;0.5671791443850267;0.3699866310160428;0.5471256684491979;tamezmoute;tamezmoute;30.8071041;-6.0801933;10950.0
tamorot;Tamorot;30.7;8.8;0.7057;;0.4874;0.74;0.0;1.41;0.15;0.0427365493122844;0.5387700534759359;0.0955882352941176;0.3699866310160428;0.0892379679144385;tamorot;tamorot;34.937876;-4.779141;24258.0
tamri;Tamri;26.5;13.3;0.8527;;0.5058;6.17;9.13;6.36;1.25;0.0344571691464852;0.8793449197860963;0.6574197860962567;0.9485294117647058;0.8235294117647058;tamri;tamri;30.6966311;-9.8250377;19561.0
tamsaout;Tamsaout;30.1;9.8;0.4666;;0.4637;1.7;0.0;3.4;0.0;0.0226382966722074;0.0875668449197861;0.3609625668449198;0.3699866310160428;0.3365641711229946;tamsaout;tamsaout;34.8263454;-4.7530035;12856.0
tanalt;Tanalt;12.3;36.4;0.6693;;0.3324;3.6;0.0;7.05;0.4;0.0034072901555226;0.7536764705882353;0.696524064171123;0.3699866310160428;0.6724598930481284;tanalt;tanalt;29.774917;-9.168485;1946.0
tanant;Tanant;28.9;14.5;0.616;1.0;0.5265;0.83;0.0;1.59;0.18;0.0191411090526746;0.5925802139037433;0.115307486631016;0.3699866310160428;0.1072860962566844;tanant;tanant;31.862498;-6.942027;10872.0
tanaqoub;Tanaqoub;29.3;11.6;0.6534;;0.5636;0.63;0.0;1.22;0.11;0.0142496293932978;0.4699197860962567;0.0731951871657754;0.3699866310160428;0.0665106951871657;tanaqoub;tanaqoub;35.103895;-5.458913;8097.0
tancherfi;Tancherfi;26.1;14.5;0.3492;;0.4235;2.68;0.0;5.37;0.0;0.0107154251709373;0.0875668449197861;0.5925802139037433;0.3699866310160428;0.5611631016042781;tancherfi;tancherfi;34.375976;-2.642107;6092.0
tangarfa;Tangarfa;24.9;20.8;0.7586;;0.4035;1.9;0.0;3.77;0.07;0.006745835191508;0.3776737967914438;0.4080882352941176;0.3699866310160428;0.3850267379679144;tangarfa;tangarfa;29.283527;-9.941167;3840.0
tangermedina;;;;;7.0;;34.2;65.38;17.7;28.68;;0.9933155080213903;0.9017379679144384;0.9966577540106952;0.980614973262032;;;31.1728205;-7.3362482;
tanougha;Tanougha;28.5;13.7;0.7338;;0.5376;1.1;0.0;2.19;0.0;0.0242546883290176;0.0875668449197861;0.1945187165775401;0.3699866310160428;0.1741310160427807;tanougha;tanougha;32.4411086;-6.0907911;13773.0
tanourdi;Tanourdi;26.2;15.3;0.4969;;0.526;2.78;0.0;5.57;0.0;0.0049725636465231;0.0875668449197861;0.6026069518716578;0.3699866310160428;0.5711898395721925;tanourdi;tanourdi;32.8176268;-5.1331894;2834.0
tansifte;Tansifte;30.5;14.6;0.7892;;0.5895;1.7;0.24;3.05;0.51;0.0200048297853213;0.7881016042780749;0.3084893048128342;0.7737299465240641;0.3365641711229946;tansifte;tansifte;30.6418208;-6.6728743;11362.0
