name,operator,amenity,address,addr_city,addr_street,addr_housenumber,addr_postcode,lat,lon,city_name
Bank of Africa,,atm,,,,,,35.168327,-5.2668653,Chefchaouen
,CIH Euronet,atm,,,,,,30.544937,-9.708586,Taghazout
,CIH Euronet,atm,,,,,,30.545324,-9.7102585,Taghazout
,CIH Euronet,atm,,,,,,30.54548,-9.711515,Taghazout
,Al Barid Bank,atm,,,,,,31.967474,-6.565962,Azilal
Attijariwafa bank,,bank,,,,,,33.950848,-6.837729,Rabat
Cash Plus,,atm,,,,,,35.168262,-5.261165,Chefchaouen
,Poste Maroc,atm,,,,,,31.862541,-6.942714,Tanant
,Poste Maroc,atm,,,,,,32.507034,-7.1910915,El Borouj
Bank Al Yousr,,bank,,,,,,33.590206,-7.6386747,Casablanca
Crédit du Maroc,,bank,,,,,,33.58957,-7.639181,Casablanca
Crédit du Maroc,,bank,,,,,,33.58553,-7.6456847,Casablanca
,Bank Al-Maghrib بنك المغرب,atm,,,,,,35.61659,-5.277839,Martil
,Bank Al-Maghrib بنك المغرب,atm,,,,,,35.085938,-2.2264402,Saidia
Banque Populaire,,bank,,,,,,33.593185,-7.640038,Casablanca
Attijari Wafabank,Attijari Wafabank,bank,,,,,,33.99302,-6.8469515,Rabat
Agence CFG Bank,,bank,,,,,,34.00433,-6.846488,Rabat
Agence Société Génerale,Société générale Maroc الشركة العامة,atm,,,,,,33.9943,-6.84947,Rabat
Agence BMCI,,bank,,,,,,33.99254,-6.8474627,Rabat
Agence Attijari,Attijariwafa Bank,bank,,,,,,33.961563,-6.86454,Rabat
Bank of Africa,,bank,,,,,,33.58768,-7.642141,Casablanca
Crédit du Maroc,,bank,,,,,,33.573193,-7.639165,Casablanca
,CIH Bank,atm,,,,,,30.846521,-9.818169,Imsouane
,CIH Bank,atm,,,,,,30.843792,-9.820865,Imsouane
Banque Populaire,,bank,,,,,,33.576042,-7.638335,Casablanca
Crédit du Maroc,,bank,,,,,,33.589813,-7.649545,Casablanca
Crédit du Maroc,,bank,,,,,,33.594326,-7.651803,Casablanca
Saham Bank,,bank,,,,,,33.587532,-7.632145,Casablanca
Banque Populaire,,bank,,,,,,33.565254,-7.647475,Casablanca
Umnia Bank,,bank,,,,,,34.2637,-6.5870347,Kénitra
,Banque populaire,atm,,,,,,33.596226,-7.669077,Casablanca
,Attijariwafa bank,atm,,,,,,33.57236,-7.669475,Casablanca
,Banque Populaire البنك الشعبي,atm,,,,,,33.573433,-7.664275,Casablanca
,CIH bank,atm,,,,,,33.596058,-7.6770587,Casablanca
,CIH bank,atm,,,,,,33.595707,-7.677021,Casablanca
,Attijariwafa bank,atm,,,,,,33.56574,-7.676453,Casablanca
Attijariwafa bank,Attijariwafa bank,bank,,,,,,34.25097,-6.602878,Kénitra
Bank of Africa,,bank,,,,,,33.592136,-7.6393647,Casablanca
Banque Populaire,,bank,,,,,,33.5874,-7.64085,Casablanca
CIH Bank TAZA,,bank,,,,,,34.221428,-4.005355,Taza
Banque Populaire,,bank,,,,,,34.221344,-4.0051465,Taza
,CIH Bank,atm,,,,,,34.221783,-4.0076957,Taza
Umnia Bank,,bank,,,,,,33.59188,-7.641953,Casablanca
Saham Bank,,bank,,,,,,33.57274,-7.6574564,Casablanca
Saham Bank,,bank,,,,,,33.564514,-7.6447816,Casablanca
Attijariwafa Bank,,bank,,,,,,33.591133,-7.636428,Casablanca
CIH Bank,,atm,,,,,,31.62554,-7.987765,Marrakech
CIH Bank,,atm,,,,,,31.626564,-7.987271,Marrakech
Banque Populaire,,bank,,,,,,33.591805,-7.6072454,Casablanca
Banque Populaire,,bank,,,,,,33.55592,-7.683817,Casablanca
Saham Bank,,bank,,,,,,33.55586,-7.6840296,Casablanca
Banque Populaire,,bank,,,,,,33.559723,-7.6117196,Casablanca
Banque Populaire,,bank,,,,,,33.57193,-7.669018,Casablanca
Banque Populaire,,bank,,,,,,33.590675,-7.611594,Casablanca
Banque Populaire,,bank,,,,,,33.554344,-7.623272,Casablanca
CIH Bank,القرض العقاري والسياحي,bank,,,,,,33.59574,-7.6122947,Casablanca
BMCI,البنك المغربي للتجارة والصناعة,bank,,,,,,33.57367,-7.6560397,Casablanca
Bank of Africa,,bank,,,,,,33.587364,-7.6463437,Casablanca
Banque Populaire,,bank,,,,,,33.57959,-7.636544,Casablanca
Crédit agricole du Maroc,,bank,,,,,,33.574696,-7.643566,Casablanca
,posté maroc,atm,,,,,,21.3674,-16.961182,Guerguerat
,Banque Populaire,atm,,,,,,33.5891,-7.633934,Casablanca
,Attijariwafa Bank,atm,,,,,,33.58718,-7.639231,Casablanca
,Crédit du Maroc مصرف المغرب,atm,,,,,,33.589703,-7.6388364,Casablanca
Saham Bank,,bank,,,,,,33.573235,-7.6462383,Casablanca
Attijariwafa Bank,,bank,,,,,,33.84943,-7.0415397,Skhirate
,Banque Populaire,atm,,,,,,33.166573,-5.5660853,M'rirt
ATM - El Barid Bank,,atm,,,,,,32.15653,-5.6309714,Imilchil
Banco de Espaa,,bank,,,,,,,,
Banque Populaire,,bank,,,,,,,,
Bank of Africa,,bank,,,,,,,,
Crédit du Maroc,Crédit du Maroc,bank,,,,,,,,
Attijariwafa Bank,التجاري وفا بنك,bank,,,,,,,,
Bank of Africa,,bank,,,,,,,,
BMCI,البنك المغربي للتجارة والصناعة,bank,,,,,,,,
Banque Populaire,,bank,,,,,,,,
Banque Populaire,,bank,,,,,,,,
Banque Populaire,,bank,,,,,,,,
Banque Populaire,,bank,,,,,,,,
BMCI,البنك المغربي للتجارة والصناعة,bank,,,,,,,,
Société Générale,سوسيتيه جنرال,bank,,,,,,,,
Banque Populaire,,bank,,,,,,,,
BMCI,البنك المغربي للتجارة والصناعة,bank,,,,,,,,
Banque Populaire,,bank,,,,,,,,
Bank of Africa,,bank,,,,,,,,
Bank of Africa,,bank,,,,,,,,
BMCI,البنك المغربي للتجارة والصناعة,bank,,,,,,,,
Banque Populaire,,bank,,,,,,,,
Bank of Africa,,bank,,,,,,,,
Attijariwafa Bank,التجاري وفا بنك,bank,,,,,,,,
Attijariwafa Bank,التجاري وفا بنك,bank,,,,,,,,
Crédit agricole du Maroc,,bank,,,,,,,,
Banque Populaire,,bank,,,,,,,,
BMCI,البنك المغربي للتجارة والصناعة,bank,,,,,,,,
Société générale Maroc,سوسيتيه جنرال,bank,,,,,,,,
Attijariwafa Bank,التجاري وفا بنك,bank,,,,,,,,
Banque Populaire,,bank,,,,,,,,
Société générale Maroc,سوسيتيه جنرال,bank,,,,,,,,
Bank of Africa,,bank,,,,,,,,
Bank of Africa,,bank,,,,,,,,
Banque Populaire,,bank,,,,,,,,
Bank of Africa,,bank,,,,,,,,
BMCI,البنك المغربي للتجارة والصناعة,bank,,,,,,,,
Bank of Africa,,bank,,,,,,,,
Attijariwafa Bank,التجاري وفا بنك,bank,,,,,,,,
Crédit du Maroc,,bank,,,,,,,,
Société générale Maroc,سوسيتيه جنرال,bank,,,,,,,,
Attijariwafa Bank,التجاري وفا بنك,bank,,,,,,,,
Attijariwafa Bank,التجاري وفا بنك,bank,,,,,,,,
Attijariwafa Bank,التجاري وفا بنك,bank,,,,,,,,
Credit du Maroc,,bank,,,,,,,,
Bank of Africa,,bank,,,,,,,,
Banque Populaire,,bank,,,,,,,,
Banque Populaire,,bank,,,,,,,,
,Banque populaire,bank,,,,,,,,
Bank of Africa,,bank,,,,,,,,
Banque Populaire,,bank,,,,,,,,
Bank of Africa,,bank,,,,,,,,
Banque Populaire,,bank,,,,,,,,
Bank of Africa,,bank,,,,,,,,
Crédit du Maroc,,bank,,,,,,,,
Bank of Africa,,bank,,,,,,,,
Attijariwafa Bank,التجاري وفا بنك,bank,,,,,,,,
Attijariwafa Bank,التجاري وفا بنك,bank,,,,,,,,
Banque Populaire,,bank,,,,,,,,
BMCI,البنك المغربي للتجارة والصناعة,bank,,,,,,,,
Credit Agricole du Maroc,,bank,,,,,,,,
Bank of Africa,,bank,,,,,,,,
Société Générale,سوسيتيه جنرال,bank,,,,,,,,
CFG Bank,,bank,,,,,,,,
Al Barid Bank,,bank,,,,,,,,
